Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88N86,Q88N86_PSEPK,Rsmi,Ribosomal RNA small subunit methyltransferase I,PP_0812,R2,548176.73
Q88N86,Q88N86_PSEPK,Rsmi,Ribosomal RNA small subunit methyltransferase I,PP_0812,R3,541976.54
Q88N87,Q88N87_PSEPK,Pp_1325,Lipoprotein,PP_0812,R1,2594001.637
Q88N87,Q88N87_PSEPK,Pp_1325,Lipoprotein,PP_0812,R2,2595242.39
Q88N87,Q88N87_PSEPK,Pp_1325,Lipoprotein,PP_0812,R3,2663605.86
Q88N89,Q88N89_PSEPK,Gmha,Phosphoheptose isomerase,PP_0812,R1,188360.01
Q88N89,Q88N89_PSEPK,Gmha,Phosphoheptose isomerase,PP_0812,R2,275868.03
Q88N89,Q88N89_PSEPK,Gmha,Phosphoheptose isomerase,PP_0812,R3,207868.84
Q88N90,Q88N90_PSEPK,Pp_1322,Lipoprotein,PP_0812,R1,756332.258
Q88N90,Q88N90_PSEPK,Pp_1322,Lipoprotein,PP_0812,R2,811437.93
Q88N90,Q88N90_PSEPK,Pp_1322,Lipoprotein,PP_0812,R3,653833.08
Q88N91,Q88N91_PSEPK,Sspb,ClpXP protease specificity-enhancing factor,PP_0812,R1,298204.4
Q88N91,Q88N91_PSEPK,Sspb,ClpXP protease specificity-enhancing factor,PP_0812,R2,298432.5
Q88N91,Q88N91_PSEPK,Sspb,ClpXP protease specificity-enhancing factor,PP_0812,R3,345231.4
Q88N92,Q88N92_PSEPK,Sspa,Stringent starvation protein A,PP_0812,R1,201418.779
Q88N92,Q88N92_PSEPK,Sspa,Stringent starvation protein A,PP_0812,R2,225550.43
Q88N92,Q88N92_PSEPK,Sspa,Stringent starvation protein A,PP_0812,R3,190673.84
Q88N93,Q88N93_PSEPK,Petc,"Ubiquinol--cytochrome c reductase, cytochrome c1",PP_0812,R1,487658.058
Q88N93,Q88N93_PSEPK,Petc,"Ubiquinol--cytochrome c reductase, cytochrome c1",PP_0812,R2,688320.63
Q88N93,Q88N93_PSEPK,Petc,"Ubiquinol--cytochrome c reductase, cytochrome c1",PP_0812,R3,686167.3
Q88N94,Q88N94_PSEPK,Petb,Cytochrome b,PP_0812,R1,315721.558
Q88N94,Q88N94_PSEPK,Petb,Cytochrome b,PP_0812,R2,316817.49
Q88N94,Q88N94_PSEPK,Petb,Cytochrome b,PP_0812,R3,297345.58
Q88N95,Q88N95_PSEPK,Peta,Ubiquinol-cytochrome c reductase iron-sulfur subunit,PP_0812,R1,816222.379
Q88N95,Q88N95_PSEPK,Peta,Ubiquinol-cytochrome c reductase iron-sulfur subunit,PP_0812,R2,746213.63
Q88N95,Q88N95_PSEPK,Peta,Ubiquinol-cytochrome c reductase iron-sulfur subunit,PP_0812,R3,790319.94
Q88N96,RS9_PSEPK,Rpsi,Small ribosomal subunit protein uS9,PP_0812,R1,11047624.28
Q88N96,RS9_PSEPK,Rpsi,Small ribosomal subunit protein uS9,PP_0812,R2,11633638.73
Q88N96,RS9_PSEPK,Rpsi,Small ribosomal subunit protein uS9,PP_0812,R3,11300519.84
Q88N97,RL13_PSEPK,Rplm,Large ribosomal subunit protein uL13,PP_0812,R1,6999255.516
Q88N97,RL13_PSEPK,Rplm,Large ribosomal subunit protein uL13,PP_0812,R2,7203185.72
Q88N97,RL13_PSEPK,Rplm,Large ribosomal subunit protein uL13,PP_0812,R3,6946099.36
Q88N98,Q88N98_PSEPK,Tas,NAD(P)-linked reductase,PP_0812,R1,932310.895
Q88N98,Q88N98_PSEPK,Tas,NAD(P)-linked reductase,PP_0812,R2,872135.95
Q88N98,Q88N98_PSEPK,Tas,NAD(P)-linked reductase,PP_0812,R3,894230.3
Q88NA0,Q88NA0_PSEPK,Zape,Cell division protein ZapE,PP_0812,R1,349613.116
Q88NA0,Q88NA0_PSEPK,Zape,Cell division protein ZapE,PP_0812,R2,362372.22
Q88NA0,Q88NA0_PSEPK,Zape,Cell division protein ZapE,PP_0812,R3,320583.6
Q88NA1,SYW_PSEPK,Trps,Tryptophan--tRNA ligase,PP_0812,R1,1470935.974
Q88NA1,SYW_PSEPK,Trps,Tryptophan--tRNA ligase,PP_0812,R2,1508217.88
Q88NA1,SYW_PSEPK,Trps,Tryptophan--tRNA ligase,PP_0812,R3,1320346.02
Q88NA2,Q88NA2_PSEPK,Pp_1310,Serine aminopeptidase S33 domain-containing protein,PP_0812,R1,47832.8
Q88NA2,Q88NA2_PSEPK,Pp_1310,Serine aminopeptidase S33 domain-containing protein,PP_0812,R2,4022.43
Q88NA2,Q88NA2_PSEPK,Pp_1310,Serine aminopeptidase S33 domain-containing protein,PP_0812,R3,2124.84
Q88NA3,Q88NA3_PSEPK,Pp_1309,Z-ring associated protein G,PP_0812,R1,833953.474
Q88NA3,Q88NA3_PSEPK,Pp_1309,Z-ring associated protein G,PP_0812,R2,926461.12
Q88NA3,Q88NA3_PSEPK,Pp_1309,Z-ring associated protein G,PP_0812,R3,917448.56
Q88NA8,Q88NA8_PSEPK,Cysnc,Sulfate adenylyltransferase subunit 1,PP_0812,R1,7408666.337
Q88NA8,Q88NA8_PSEPK,Cysnc,Sulfate adenylyltransferase subunit 1,PP_0812,R2,7989389.79
Q88NA8,Q88NA8_PSEPK,Cysnc,Sulfate adenylyltransferase subunit 1,PP_0812,R3,7653300.96
Q88NA9,CYSD_PSEPK,Cysd,Sulfate adenylyltransferase subunit 2,PP_0812,R1,1686318.937
Q88NA9,CYSD_PSEPK,Cysd,Sulfate adenylyltransferase subunit 2,PP_0812,R2,1806248.55
Q88NA9,CYSD_PSEPK,Cysd,Sulfate adenylyltransferase subunit 2,PP_0812,R3,1977646.52
Q88NB0,Q88NB0_PSEPK,Ybgi,Metal-binding hydrolase-oxidase enzyme,PP_0812,R1,206198.116
Q88NB0,Q88NB0_PSEPK,Ybgi,Metal-binding hydrolase-oxidase enzyme,PP_0812,R2,108958.62
Q88NB0,Q88NB0_PSEPK,Ybgi,Metal-binding hydrolase-oxidase enzyme,PP_0812,R3,108504.16
Q88NB1,Q88NB1_PSEPK,Degs,Probable periplasmic serine endoprotease DegP-like,PP_0812,R1,130768.879
Q88NB1,Q88NB1_PSEPK,Degs,Probable periplasmic serine endoprotease DegP-like,PP_0812,R2,76054.16
Q88NB1,Q88NB1_PSEPK,Degs,Probable periplasmic serine endoprotease DegP-like,PP_0812,R3,36378.08
Q88NB2,Q88NB2_PSEPK,Yhdz,Amino acid ABC transporter-ATP-binding subunit,PP_0812,R1,3098030.279
Q88NB2,Q88NB2_PSEPK,Yhdz,Amino acid ABC transporter-ATP-binding subunit,PP_0812,R2,567986.96
Q88NB2,Q88NB2_PSEPK,Yhdz,Amino acid ABC transporter-ATP-binding subunit,PP_0812,R3,2931570.02
Q88NB3,Q88NB3_PSEPK,Yhdy,Amino acid ABC transporter-membrane subunit,PP_0812,R1,62084.279
Q88NB3,Q88NB3_PSEPK,Yhdy,Amino acid ABC transporter-membrane subunit,PP_0812,R2,81124.9
Q88NB3,Q88NB3_PSEPK,Yhdy,Amino acid ABC transporter-membrane subunit,PP_0812,R3,49609.64
Q88NB4,Q88NB4_PSEPK,Yhdx,Amino acid ABC transporter-permease subunit,PP_0812,R1,243018.458
Q88NB4,Q88NB4_PSEPK,Yhdx,Amino acid ABC transporter-permease subunit,PP_0812,R2,148276.19
Q88NB4,Q88NB4_PSEPK,Yhdx,Amino acid ABC transporter-permease subunit,PP_0812,R3,185279.68
Q88NB5,Q88NB5_PSEPK,Yhdw,Amino-acid ABC transporter-binding protein YhdW,PP_0812,R1,6048462.627
Q88NB5,Q88NB5_PSEPK,Yhdw,Amino-acid ABC transporter-binding protein YhdW,PP_0812,R2,6545013.05
Q88NB5,Q88NB5_PSEPK,Yhdw,Amino-acid ABC transporter-binding protein YhdW,PP_0812,R3,6767294.36
Q88NB6,Q88NB6_PSEPK,Estb,Carboxylesterase 2,PP_0812,R1,124276.758
Q88NB6,Q88NB6_PSEPK,Estb,Carboxylesterase 2,PP_0812,R2,224254.13
Q88NB6,Q88NB6_PSEPK,Estb,Carboxylesterase 2,PP_0812,R3,121446.52
Q88NB7,RHLB_PSEPK,Rhlb,ATP-dependent RNA helicase RhlB,PP_0812,R1,463149.279
Q88NB7,RHLB_PSEPK,Rhlb,ATP-dependent RNA helicase RhlB,PP_0812,R2,392620.63
Q88NB7,RHLB_PSEPK,Rhlb,ATP-dependent RNA helicase RhlB,PP_0812,R3,388170.9
Q88NB8,Q88NB8_PSEPK,Moae,Molybdopterin synthase catalytic subunit,PP_0812,R1,854.379
Q88NB8,Q88NB8_PSEPK,Moae,Molybdopterin synthase catalytic subunit,PP_0812,R2,4022.43
Q88NB8,Q88NB8_PSEPK,Moae,Molybdopterin synthase catalytic subunit,PP_0812,R3,2124.84
Q88NB9,Q88NB9_PSEPK,Moad,Molybdopterin synthase sulfur carrier subunit,PP_0812,R1,50574.9
Q88NB9,Q88NB9_PSEPK,Moad,Molybdopterin synthase sulfur carrier subunit,PP_0812,R2,43054
Q88NB9,Q88NB9_PSEPK,Moad,Molybdopterin synthase sulfur carrier subunit,PP_0812,R3,49835
Q88NC0,MOAC_PSEPK,Moac,Cyclic pyranopterin monophosphate synthase,PP_0812,R1,21365.137
Q88NC0,MOAC_PSEPK,Moac,Cyclic pyranopterin monophosphate synthase,PP_0812,R2,16089.72
Q88NC0,MOAC_PSEPK,Moac,Cyclic pyranopterin monophosphate synthase,PP_0812,R3,8499.36
Q88NC1,Q88NC1_PSEPK,Pp_1291,PhoH family protein,PP_0812,R1,1151785.637
Q88NC1,Q88NC1_PSEPK,Pp_1291,PhoH family protein,PP_0812,R2,1244107.55
Q88NC1,Q88NC1_PSEPK,Pp_1291,PhoH family protein,PP_0812,R3,1231965.46
Q88NC3,Y1289_PSEPK,Pp_1289,UPF0246 protein PP_1289,PP_0812,R1,1708.758
Q88NC3,Y1289_PSEPK,Pp_1289,UPF0246 protein PP_1289,PP_0812,R2,8044.86
Q88NC3,Y1289_PSEPK,Pp_1289,UPF0246 protein PP_1289,PP_0812,R3,4249.68
Q88ND8,Q88ND8_PSEPK,Pp_1274,"Oxidoreductase, short-chain dehydrogenase/reductase family",PP_0812,R1,205780.379
Q88ND8,Q88ND8_PSEPK,Pp_1274,"Oxidoreductase, short-chain dehydrogenase/reductase family",PP_0812,R2,60816.22
Q88ND8,Q88ND8_PSEPK,Pp_1274,"Oxidoreductase, short-chain dehydrogenase/reductase family",PP_0812,R3,33629.4
Q88NE0,Q88NE0_PSEPK,Pp_1272,Multidrug efflux MFS membrane fusion protein,PP_0812,R1,25047.558
Q88NE0,Q88NE0_PSEPK,Pp_1272,Multidrug efflux MFS membrane fusion protein,PP_0812,R2,12067.29
Q88NE0,Q88NE0_PSEPK,Pp_1272,Multidrug efflux MFS membrane fusion protein,PP_0812,R3,6374.52
Q88NE3,Q88NE3_PSEPK,Pp_1269,Universal stress protein family,PP_0812,R1,854.379
Q88NE3,Q88NE3_PSEPK,Pp_1269,Universal stress protein family,PP_0812,R2,4022.43
Q88NE3,Q88NE3_PSEPK,Pp_1269,Universal stress protein family,PP_0812,R3,2124.84
Q88NE6,Q88NE6_PSEPK,Pp_1266,Fusaric acid resistance protein,PP_0812,R1,854.379
Q88NE6,Q88NE6_PSEPK,Pp_1266,Fusaric acid resistance protein,PP_0812,R2,4022.43
Q88NE6,Q88NE6_PSEPK,Pp_1266,Fusaric acid resistance protein,PP_0812,R3,2124.84
Q88NE9,Q88NE9_PSEPK,Pp_1263,Fusaric acid resistance protein,PP_0812,R1,2563.137
Q88NE9,Q88NE9_PSEPK,Pp_1263,Fusaric acid resistance protein,PP_0812,R2,12067.29
Q88NE9,Q88NE9_PSEPK,Pp_1263,Fusaric acid resistance protein,PP_0812,R3,6374.52
Q88NF0,Q88NF0_PSEPK,Pp_1262,LysR family transcriptional regulator,PP_0812,R1,9398.169
Q88NF0,Q88NF0_PSEPK,Pp_1262,LysR family transcriptional regulator,PP_0812,R2,44246.73
Q88NF0,Q88NF0_PSEPK,Pp_1262,LysR family transcriptional regulator,PP_0812,R3,23373.24
Q88NF1,Q88NF1_PSEPK,Ghrb,2-ketoaldonate reductase / hydroxypyruvate/glyoxylate reductase,PP_0812,R1,595615.195
Q88NF1,Q88NF1_PSEPK,Ghrb,2-ketoaldonate reductase / hydroxypyruvate/glyoxylate reductase,PP_0812,R2,675416.62
Q88NF1,Q88NF1_PSEPK,Ghrb,2-ketoaldonate reductase / hydroxypyruvate/glyoxylate reductase,PP_0812,R3,909319.52
Q88NF9,MQO2_PSEPK,Mqo2,Probable malate:quinone oxidoreductase 2,PP_0812,R1,893652.395
Q88NF9,MQO2_PSEPK,Mqo2,Probable malate:quinone oxidoreductase 2,PP_0812,R2,1122327.28
Q88NF9,MQO2_PSEPK,Mqo2,Probable malate:quinone oxidoreductase 2,PP_0812,R3,936482.3
Q88NG3,Q88NG3_PSEPK,Pp_1246,Uncharacterized protein,PP_0812,R1,166944.927
Q88NG3,Q88NG3_PSEPK,Pp_1246,Uncharacterized protein,PP_0812,R2,123622.75
Q88NG3,Q88NG3_PSEPK,Pp_1246,Uncharacterized protein,PP_0812,R3,89296.04
Q88NG4,Q88NG4_PSEPK,Pp_1245,SH3b domain-containing protein,PP_0812,R1,4271.895
Q88NG4,Q88NG4_PSEPK,Pp_1245,SH3b domain-containing protein,PP_0812,R2,20112.15
Q88NG4,Q88NG4_PSEPK,Pp_1245,SH3b domain-containing protein,PP_0812,R3,10624.2
Q88NG9,PUR7_PSEPK,Purc,Phosphoribosylaminoimidazole-succinocarboxamide synthase,PP_0812,R1,2472726.037
Q88NG9,PUR7_PSEPK,Purc,Phosphoribosylaminoimidazole-succinocarboxamide synthase,PP_0812,R2,2809347.75
Q88NG9,PUR7_PSEPK,Purc,Phosphoribosylaminoimidazole-succinocarboxamide synthase,PP_0812,R3,2570484.4
Q88NH1,Q88NH1_PSEPK,Pp_1238,Lipoprotein,PP_0812,R1,2479399.916
Q88NH1,Q88NH1_PSEPK,Pp_1238,Lipoprotein,PP_0812,R2,2343236.88
Q88NH1,Q88NH1_PSEPK,Pp_1238,Lipoprotein,PP_0812,R3,2269849.34
Q88NH2,Q88NH2_PSEPK,Dapa,4-hydroxy-tetrahydrodipicolinate synthase,PP_0812,R1,2550191.8
Q88NH2,Q88NH2_PSEPK,Dapa,4-hydroxy-tetrahydrodipicolinate synthase,PP_0812,R2,2432781.5
Q88NH2,Q88NH2_PSEPK,Dapa,4-hydroxy-tetrahydrodipicolinate synthase,PP_0812,R3,2383454.7
Q88NH3,Q88NH3_PSEPK,Pp_1236,Glycine cleavage system transcriptional repressor,PP_0812,R1,173392.979
Q88NH3,Q88NH3_PSEPK,Pp_1236,Glycine cleavage system transcriptional repressor,PP_0812,R2,177884.13
Q88NH3,Q88NH3_PSEPK,Pp_1236,Glycine cleavage system transcriptional repressor,PP_0812,R3,203005.04
Q88NH4,Q88NH4_PSEPK,Pp_1235,thioredoxin-dependent peroxiredoxin,PP_0812,R1,449242.316
Q88NH4,Q88NH4_PSEPK,Pp_1235,thioredoxin-dependent peroxiredoxin,PP_0812,R2,350640.36
Q88NH4,Q88NH4_PSEPK,Pp_1235,thioredoxin-dependent peroxiredoxin,PP_0812,R3,367359.78
Q88NH7,Q88NH7_PSEPK,Pp_1232,Putative beta-barrel assembly-enhancing protease,PP_0812,R1,199339.089
Q88NH7,Q88NH7_PSEPK,Pp_1232,Putative beta-barrel assembly-enhancing protease,PP_0812,R2,71231.72
Q88NH7,Q88NH7_PSEPK,Pp_1232,Putative beta-barrel assembly-enhancing protease,PP_0812,R3,141238.92
Q88NH8,Q88NH8_PSEPK,Nada,Quinolinate synthase,PP_0812,R1,12425.179
Q88NH8,Q88NH8_PSEPK,Nada,Quinolinate synthase,PP_0812,R2,8044.86
Q88NH8,Q88NH8_PSEPK,Nada,Quinolinate synthase,PP_0812,R3,4249.68
Q88NH9,Q88NH9_PSEPK,Pp_1230,DUF945 domain-containing protein,PP_0812,R1,417782.658
Q88NH9,Q88NH9_PSEPK,Pp_1230,DUF945 domain-containing protein,PP_0812,R2,286245.12
Q88NH9,Q88NH9_PSEPK,Pp_1230,DUF945 domain-containing protein,PP_0812,R3,344340.72
Q88NI3,QUEC_PSEPK,Quec,7-cyano-7-deazaguanine synthase,PP_0812,R1,18553.1
Q88NI3,QUEC_PSEPK,Quec,7-cyano-7-deazaguanine synthase,PP_0812,R2,10696.2
Q88NI3,QUEC_PSEPK,Quec,7-cyano-7-deazaguanine synthase,PP_0812,R3,2124.84
Q88NI6,Q88NI6_PSEPK,Tola,Colicin S4 and filamentous phage transport system,PP_0812,R1,1708.758
Q88NI6,Q88NI6_PSEPK,Tola,Colicin S4 and filamentous phage transport system,PP_0812,R2,26778.73
Q88NI6,Q88NI6_PSEPK,Tola,Colicin S4 and filamentous phage transport system,PP_0812,R3,48226.64
Q88NI7,Q88NI7_PSEPK,Tolr,Tol-Pal system protein TolR,PP_0812,R1,187659
Q88NI7,Q88NI7_PSEPK,Tolr,Tol-Pal system protein TolR,PP_0812,R2,159574
Q88NI7,Q88NI7_PSEPK,Tolr,Tol-Pal system protein TolR,PP_0812,R3,170989
Q88NI8,Q88NI8_PSEPK,Tolq,Tol-Pal system protein TolQ,PP_0812,R1,845859.079
Q88NI8,Q88NI8_PSEPK,Tolq,Tol-Pal system protein TolQ,PP_0812,R2,855156.96
Q88NI8,Q88NI8_PSEPK,Tolq,Tol-Pal system protein TolQ,PP_0812,R3,935341.14
Q88NI9,Q88NI9_PSEPK,Pp_1218,Acyl-CoA thioesterase,PP_0812,R1,41814.2
Q88NI9,Q88NI9_PSEPK,Pp_1218,Acyl-CoA thioesterase,PP_0812,R2,50301.9
Q88NI9,Q88NI9_PSEPK,Pp_1218,Acyl-CoA thioesterase,PP_0812,R3,38070.6
Q88NJ0,RUVB_PSEPK,Ruvb,Holliday junction branch migration complex subunit RuvB,PP_0812,R1,18957.537
Q88NJ0,RUVB_PSEPK,Ruvb,Holliday junction branch migration complex subunit RuvB,PP_0812,R2,16089.72
Q88NJ0,RUVB_PSEPK,Ruvb,Holliday junction branch migration complex subunit RuvB,PP_0812,R3,14924.45
Q88NJ1,RUVA_PSEPK,Ruva,Holliday junction branch migration complex subunit RuvA,PP_0812,R1,235629.9
Q88NJ1,RUVA_PSEPK,Ruva,Holliday junction branch migration complex subunit RuvA,PP_0812,R2,74720.93
Q88NJ1,RUVA_PSEPK,Ruva,Holliday junction branch migration complex subunit RuvA,PP_0812,R3,212122.4
Q88NJ3,Y1214_PSEPK,Pp_1214,Probable transcriptional regulatory protein PP_1214,PP_0812,R1,89903.4
Q88NJ3,Y1214_PSEPK,Pp_1214,Probable transcriptional regulatory protein PP_1214,PP_0812,R2,47948.16
Q88NJ3,Y1214_PSEPK,Pp_1214,Probable transcriptional regulatory protein PP_1214,PP_0812,R3,115135.6
Q88NJ4,SYDND_PSEPK,Asps,Aspartate--tRNA(Asp/Asn) ligase,PP_0812,R1,9060299.637
Q88NJ4,SYDND_PSEPK,Asps,Aspartate--tRNA(Asp/Asn) ligase,PP_0812,R2,8465827.12
Q88NJ4,SYDND_PSEPK,Asps,Aspartate--tRNA(Asp/Asn) ligase,PP_0812,R3,9135594.98
Q88NJ7,Q88NJ7_PSEPK,Dps,DNA-binding stress protein,PP_0812,R1,2087366.395
Q88NJ7,Q88NJ7_PSEPK,Dps,DNA-binding stress protein,PP_0812,R2,1898392.55
Q88NJ7,Q88NJ7_PSEPK,Dps,DNA-binding stress protein,PP_0812,R3,2177194.76
Q88NJ8,Q88NJ8_PSEPK,Pp_1209,Cold-shock protein,PP_0812,R1,51056.9
Q88NJ8,Q88NJ8_PSEPK,Pp_1209,Cold-shock protein,PP_0812,R2,62418
Q88NJ8,Q88NJ8_PSEPK,Pp_1209,Cold-shock protein,PP_0812,R3,58193.5
Q88NK0,Q88NK0_PSEPK,Pp_1207,HIT domain-containing protein,PP_0812,R1,212668.6
Q88NK0,Q88NK0_PSEPK,Pp_1207,HIT domain-containing protein,PP_0812,R2,246215.5
Q88NK0,Q88NK0_PSEPK,Pp_1207,HIT domain-containing protein,PP_0812,R3,266921.8
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0812,R1,14314277.69
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0812,R2,15424571.1
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0812,R3,14918625.46
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0812,R1,4807608.632
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0812,R2,4788848.36
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0812,R3,4539339.72
Q88NK5,Q88NK5_PSEPK,Pp_1202,Phosphatidylglycerol lysyltransferase,PP_0812,R1,19654.158
Q88NK5,Q88NK5_PSEPK,Pp_1202,Phosphatidylglycerol lysyltransferase,PP_0812,R2,42813.36
Q88NK5,Q88NK5_PSEPK,Pp_1202,Phosphatidylglycerol lysyltransferase,PP_0812,R3,33760.78
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0812,R1,1708.758
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0812,R2,28705.13
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0812,R3,4249.68
Q88NK7,KUP_PSEPK,Kup,Probable potassium transport system protein Kup,PP_0812,R1,30956.579
Q88NK7,KUP_PSEPK,Kup,Probable potassium transport system protein Kup,PP_0812,R2,8044.86
Q88NK7,KUP_PSEPK,Kup,Probable potassium transport system protein Kup,PP_0812,R3,4249.68
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812,R1,206807.758
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812,R2,225661.26
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812,R3,288111.44
Q88NL6,Q88NL6_PSEPK,Pp_1191,Dual-specificity RNA pseudouridine synthase RluF,PP_0812,R1,39122.2
Q88NL6,Q88NL6_PSEPK,Pp_1191,Dual-specificity RNA pseudouridine synthase RluF,PP_0812,R2,4022.43
Q88NL6,Q88NL6_PSEPK,Pp_1191,Dual-specificity RNA pseudouridine synthase RluF,PP_0812,R3,2124.84
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812,R1,358349.2
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812,R2,198615.13
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812,R3,266459.74
Q88NL9,DCTA_PSEPK,Dcta,C4-dicarboxylate transport protein,PP_0812,R1,854.379
Q88NL9,DCTA_PSEPK,Dcta,C4-dicarboxylate transport protein,PP_0812,R2,4022.43
Q88NL9,DCTA_PSEPK,Dcta,C4-dicarboxylate transport protein,PP_0812,R3,2124.84
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812,R1,543900.016
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812,R2,470289.89
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812,R3,467332
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812,R1,2805705.3
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812,R2,2847414.7
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812,R3,2933857.18
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812,R1,2721761.995
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812,R2,3395877.55
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812,R3,2766994.84
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812,R1,89623.457
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812,R2,96970.58
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812,R3,69231.24
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812,R1,1918251.901
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812,R2,2845421.48
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812,R3,2015760.16
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812,R1,303218.795
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812,R2,114329.91
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812,R3,126201.8
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812,R1,122714.395
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812,R2,133291.62
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812,R3,159971.2
Q88NP6,Q88NP6_PSEPK,Pp_1161,Lipoprotein,PP_0812,R1,165506
Q88NP6,Q88NP6_PSEPK,Pp_1161,Lipoprotein,PP_0812,R2,127274
Q88NP6,Q88NP6_PSEPK,Pp_1161,Lipoprotein,PP_0812,R3,134313
Q88NQ3,Q88NQ3_PSEPK,Pp_1152,Membrane fusion efflux protein,PP_0812,R1,68281.4
Q88NQ3,Q88NQ3_PSEPK,Pp_1152,Membrane fusion efflux protein,PP_0812,R2,4022.43
Q88NQ3,Q88NQ3_PSEPK,Pp_1152,Membrane fusion efflux protein,PP_0812,R3,2124.84
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812,R1,2563.137
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812,R2,12067.29
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812,R3,6374.52
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812,R1,1247291.032
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812,R2,1446426.08
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812,R3,1313630.27
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812,R1,66004.258
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812,R2,26071.96
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812,R3,108886.14
Q88NR3,Q88NR3_PSEPK,Pp_1142,DUF2288 domain-containing protein,PP_0812,R1,1708.758
Q88NR3,Q88NR3_PSEPK,Pp_1142,DUF2288 domain-containing protein,PP_0812,R2,8044.86
Q88NR3,Q88NR3_PSEPK,Pp_1142,DUF2288 domain-containing protein,PP_0812,R3,4249.68
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812,R1,3755054.753
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812,R2,3923825.78
