Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,2786780.667,0.057080606,-1.243511427,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,1738635,0.033938601,-1.469306063,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,1691559.333,0.033028998,-1.4811046,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,1617489.667,0.032302036,-1.490770101,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,2568958.333,0.053086304,-1.275017512,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,2708860.667,0.055735667,-1.253866798,Control
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,0812_0815-Control,1345308.667,0.032415021,-1.489253691,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,531976.1333,0.010587183,-1.975219581,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,552262.2067,0.010875502,-1.963550694,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,486853.4,0.009688155,-2.013758919,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,809885,0.015203304,-1.818062023,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,903167.6667,0.017395558,-1.759561632,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,1104342,0.022619832,-1.645510626,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,611162.6333,0.011930051,-1.923357688,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,785658.89,0.015340595,-1.814157807,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,591693.9667,0.011816409,-1.927514475,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,1145503,0.023671275,-1.625778342,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,1185284.517,0.024387605,-1.612830854,Control
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,0812_0815-Control,672820.5333,0.016211515,-1.790176394,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,3844604.4,0.076513828,-1.116260071,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,1920753.54,0.037824711,-1.422224376,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,1322649.6,0.026320109,-1.579712321,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,4900962,0.092001722,-1.036204043,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,4103869,0.079043011,-1.102136525,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,3508851.333,0.071870514,-1.143449248,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,2192824.967,0.042804506,-1.368510514,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,2569336.223,0.050168268,-1.299570896,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,1694572.233,0.033841412,-1.47055153,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,4094297.733,0.084606718,-1.072595152,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,3755284.517,0.077266169,-1.112010619,Control
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,0812_0815-Control,238216.4,0.00573979,-2.241103974,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,4903164.333,0.097580878,-1.01063528,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,4726068.667,0.093068777,-1.031195991,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,4377329.067,0.087106802,-1.05994793,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,6066666.667,0.113884535,-0.943535245,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,5910000,0.113830192,-0.943742533,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,3917022.333,0.080230931,-1.095658168,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,3313778.667,0.064685809,-1.189190984,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,3308945.333,0.064609705,-1.189702244,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,3233363.633,0.064571806,-1.189957066,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,3671260.333,0.075864851,-1.119959391,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,3960045.333,0.081479188,-1.088953308,Control
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,0812_0815-Control,2677443.6,0.064512623,-1.1903553,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,676019.6667,0.013453882,-1.871152399,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,858288,0.016901958,-1.772062978,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,841528.3333,0.01674602,-1.776088383,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,651617.6667,0.012232282,-1.912492528,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,645686,0.012436305,-1.905308644,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,336429,0.006890952,-2.161720791,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,275039.6333,0.005368844,-2.270119201,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,664589,0.012976612,-1.886838687,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,407551.6333,0.008139,-2.089428978,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,687661.6667,0.014210202,-1.847399757,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,558293.6667,0.011487069,-1.939790764,Control
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0812_0815-Control,527018.2667,0.01269843,-1.896249963,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,1193467,0.023751918,-1.624301314,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,887406.6667,0.017475382,-1.757573331,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,632229.7333,0.012581076,-1.900282209,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,882082.3333,0.016558605,-1.780976255,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,1212756.667,0.02335843,-1.631556343,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,502504.3333,0.010292612,-1.987474405,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,1015659.333,0.019825931,-1.702766418,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,1453845.667,0.028387456,-1.54687353,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,999059,0.019951682,-1.700020479,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,1302836,0.026922487,-1.569884822,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,675683.5167,0.013902403,-1.856910141,Control
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,0812_0815-Control,789907,0.019032697,-1.720499669,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,757151.3333,0.015068533,-1.821929038,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,1268396.667,0.024978081,-1.602440926,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,1775546,0.035332535,-1.451825198,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,1115864.333,0.020947202,-1.678873982,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,1273325.333,0.02452502,-1.610390634,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,500173.6667,0.010244874,-1.989493393,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,935950,0.018269984,-1.738261833,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,1384925.667,0.02704174,-1.567965372,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,781470.6333,0.015606339,-1.806698953,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,1034921,0.021386151,-1.669867373,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,629974.85,0.012961932,-1.887330254,Control
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,0812_0815-Control,1131954.667,0.027274287,-1.564246597,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,2363333.333,0.047034145,-1.327586749,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,2930000,0.057699441,-1.238828398,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,2427329.067,0.048302714,-1.31602847,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,1335761,0.025075141,-1.600756619,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,2690000,0.051811035,-1.285577734,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,2363333.333,0.048407289,-1.315089235,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,3043333.333,0.059406647,-1.226164959,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,2389679.89,0.046660339,-1.331052107,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,3216666.667,0.06423836,-1.192205557,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,1343333.333,0.027759345,-1.556590781,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,2450000,0.050409527,-1.297487381,Control
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,0812_0815-Control,2740870.667,0.066040889,-1.180187088,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,1169264.067,0.023270241,-1.633199126,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,1206146.77,0.023752216,-1.62429586,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,1136078.067,0.022607422,-1.645748951,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,1284244.333,0.024108061,-1.61783772,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,953905.6667,0.018372803,-1.735824585,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,960026.3333,0.019663867,-1.70633107,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,1383083.633,0.026998147,-1.568666039,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,1049716.557,0.020496524,-1.688319789,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,1488008.633,0.029716238,-1.527006165,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,1290828.067,0.026674349,-1.573906173,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,1602246.167,0.032966723,-1.481924224,Control
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,0812_0815-Control,1515192.267,0.036508342,-1.437607886,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,1307340.667,0.026018188,-1.584722959,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,1733333.333,0.034133912,-1.466813929,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,1730000,0.034426191,-1.463111023,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,1290358.667,0.02422284,-1.615774935,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,1373231.667,0.026449276,-1.577586204,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,1033364.333,0.021166022,-1.674360748,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,1331903.333,0.025999095,-1.585041776,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,1333721.333,0.026041936,-1.584326738,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,1309709,0.02615551,-1.582436804,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,861654.6667,0.017805684,-1.749441328,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,988060.3333,0.020329655,-1.691870001,Control
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,0812_0815-Control,620033.6667,0.014939623,-1.82566036,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,5605831.333,0.111565084,-0.952471703,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,7044849,0.138731688,-0.857824329,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,6525363.333,0.12985168,-0.886552428,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,6361633,0.119421695,-0.922916767,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,6429126.333,0.12382888,-0.907178054,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,5175430.333,0.10600644,-0.974667749,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,7156567,0.139698023,-0.85480974,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,6888674.667,0.134506675,-0.871256162,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,6247940.667,0.12477434,-0.903874719,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,3901552.333,0.080623726,-1.093537136,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,3796435.667,0.078112867,-1.107277421,Control
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,0812_0815-Control,3309236,0.079735571,-1.098347891,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,3266666.667,0.065011935,-1.187006908,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,3570000,0.070302731,-1.153027802,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,3570000,0.071041331,-1.14848891,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,3676666.667,0.069019034,-1.161031121,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,3613333.333,0.069594996,-1.157421986,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,2703333.333,0.055371385,-1.256714616,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,4086666.667,0.079772781,-1.098145266,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,4046666.667,0.079014282,-1.102294404,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,3480000,0.069497251,-1.158032372,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,2620000,0.054141056,-1.266473281,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,2503333.333,0.051506877,-1.288134783,Control
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,0812_0815-Control,2093333.333,0.050438569,-1.297237242,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,10431358.67,0.20760086,-0.682770851,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,12049814.33,0.237292678,-0.624715663,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,11710250,0.233028501,-0.632590959,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,10823766.33,0.203185649,-0.69210697,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,10595925.33,0.204083961,-0.690191125,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,7821683.667,0.160208676,-0.795313968,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,10115363.67,0.197454493,-0.70453298,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,10226884.33,0.199687789,-0.699648492,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,8874362,0.17722522,-0.751474475,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,8128690.667,0.167975532,-0.774753976,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,7983096,0.164254731,-0.784482114,Control
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,0812_0815-Control,5381505.667,0.129666614,-0.887171829,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,186862.4667,0.003718864,-2.429589652,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,233510.77,0.004598444,-2.337389102,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,163270.4667,0.003249006,-2.488249492,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,268236,0.005035373,-2.297968314,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,52298.53333,0.001007302,-2.996840504,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,134295.3333,0.002750722,-2.560553294,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,18544.9,0.000362001,-3.441289986,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,9039.67,0.000176507,-3.75323926,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,10090.9,0.00020152,-3.695681713,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,364034.1333,0.007522592,-2.123632466,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,22297.93333,0.000458787,-3.338388853,Control
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,0812_0815-Control,22530.8,0.000542876,-3.265299019,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,486143.0667,0.009675031,-2.014347633,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,162115.8733,0.00319249,-2.495870478,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,335413.7333,0.006674576,-2.175576285,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,250155.3333,0.00469596,-2.328275612,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,159730,0.003076497,-2.511943522,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,606774,0.012428329,-1.905587253,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,163476.6,0.003191105,-2.496058885,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,439940,0.008590167,-2.065998386,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,314452.2667,0.006279761,-2.202056886,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,557969.6667,0.011530178,-1.938163983,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,529807,0.010900947,-1.962535773,Control
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,0812_0815-Control,22530.8,0.000542876,-3.265299019,Control
Q88HN7,Q88HN7_PSEPK,Pp_3316,Chaperone-associated ATPase,0812_0815-Control,803462.3333,0.015990196,-1.796146208,Control
Q88HN7,Q88HN7_PSEPK,Pp_3316,Chaperone-associated ATPase,0812_0815-Control,504314.4367,0.009931284,-2.002994618,Control
Q88HN7,Q88HN7_PSEPK,Pp_3316,Chaperone-associated ATPase,0812_0815-Control,766933.6667,0.015261621,-1.816399323,Control
Q88HN7,Q88HN7_PSEPK,Pp_3316,Chaperone-associated ATPase,0812_0815-Control,1931489.333,0.036258258,-1.440593064,Control
Q88HN7,Q88HN7_PSEPK,Pp_3316,Chaperone-associated ATPase,0812_0815-Control,551082,0.010614174,-1.974113788,Control
Q88HN7,Q88HN7_PSEPK,Pp_3316,Chaperone-associated ATPase,0812_0815-Control,1319268,0.027022082,-1.568281188,Control
