Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88MV7,Q88MV7_PSEPK,Ffh,Signal recognition particle protein,0812_0815-Control,R3,1093158.033,0.023701356,-1.62522681,0812_0815_NONTARGET
Q88MV9,Q88MV9_PSEPK,Pp_1459,CBS domain protein,0812_0815-Control,R1,81640.13333,0.001767131,-2.752731332,0812_0815_NONTARGET
Q88MV9,Q88MV9_PSEPK,Pp_1459,CBS domain protein,0812_0815-Control,R2,334077.4667,0.007172494,-2.144329801,0812_0815_NONTARGET
Q88MV9,Q88MV9_PSEPK,Pp_1459,CBS domain protein,0812_0815-Control,R3,330045.3667,0.007155894,-2.145336121,0812_0815_NONTARGET
Q88MW1,PURT_PSEPK,Purt,Formate-dependent phosphoribosylglycinamide formyltransferase,0812_0815-Control,R1,3360000,0.072728435,-1.13829576,0812_0815_NONTARGET
Q88MW1,PURT_PSEPK,Purt,Formate-dependent phosphoribosylglycinamide formyltransferase,0812_0815-Control,R2,3496666.667,0.075071872,-1.124522752,0812_0815_NONTARGET
Q88MW1,PURT_PSEPK,Purt,Formate-dependent phosphoribosylglycinamide formyltransferase,0812_0815-Control,R3,3456666.667,0.074945876,-1.125252259,0812_0815_NONTARGET
Q88MX4,Q88MX4_PSEPK,Gcd,Quinoprotein glucose dehydrogenase,0812_0815-Control,R1,1321452.4,0.028603323,-1.543583513,0812_0815_NONTARGET
Q88MX4,Q88MX4_PSEPK,Gcd,Quinoprotein glucose dehydrogenase,0812_0815-Control,R2,873990.2667,0.018764181,-1.726670389,0812_0815_NONTARGET
Q88MX4,Q88MX4_PSEPK,Gcd,Quinoprotein glucose dehydrogenase,0812_0815-Control,R3,1317809.333,0.028572143,-1.544057182,0812_0815_NONTARGET
Q88MX5,Q88MX5_PSEPK,Lon-i,Lon protease,0812_0815-Control,R1,3516580.1,0.076117668,-1.118514523,0812_0815_NONTARGET
Q88MX5,Q88MX5_PSEPK,Lon-i,Lon protease,0812_0815-Control,R2,2881995.133,0.061875149,-1.208483742,0812_0815_NONTARGET
Q88MX5,Q88MX5_PSEPK,Lon-i,Lon protease,0812_0815-Control,R3,3390614.367,0.07351376,-1.133631363,0812_0815_NONTARGET
Q88MX7,CMOA_PSEPK,Cmoa,Carboxy-S-adenosyl-L-methionine synthase,0812_0815-Control,R1,290616.1333,0.006290493,-2.201315317,0812_0815_NONTARGET
Q88MX7,CMOA_PSEPK,Cmoa,Carboxy-S-adenosyl-L-methionine synthase,0812_0815-Control,R2,144464.6,0.00310159,-2.508415546,0812_0815_NONTARGET
Q88MX7,CMOA_PSEPK,Cmoa,Carboxy-S-adenosyl-L-methionine synthase,0812_0815-Control,R3,298628.7,0.006474732,-2.188778217,0812_0815_NONTARGET
Q88MY2,PDXJ_PSEPK,Pdxj,Pyridoxine 5'-phosphate synthase,0812_0815-Control,R1,1098137,0.023769579,-1.623978513,0812_0815_NONTARGET
Q88MY2,PDXJ_PSEPK,Pdxj,Pyridoxine 5'-phosphate synthase,0812_0815-Control,R2,1038086.667,0.022287257,-1.651943372,0812_0815_NONTARGET
Q88MY2,PDXJ_PSEPK,Pdxj,Pyridoxine 5'-phosphate synthase,0812_0815-Control,R3,1056050.333,0.022896804,-1.640225143,0812_0815_NONTARGET
Q88MY4,ERA_PSEPK,Era,GTPase Era,0812_0815-Control,R1,1141928.067,0.024717453,-1.60699629,0812_0815_NONTARGET
Q88MY4,ERA_PSEPK,Era,GTPase Era,0812_0815-Control,R2,1252999.133,0.026901332,-1.570226214,0812_0815_NONTARGET
Q88MY4,ERA_PSEPK,Era,GTPase Era,0812_0815-Control,R3,904325.0667,0.019607165,-1.707585192,0812_0815_NONTARGET
Q88MY5,RNC_PSEPK,Rnc,Ribonuclease 3,0812_0815-Control,R1,370014.1333,0.008009092,-2.096416725,0812_0815_NONTARGET
Q88MY5,RNC_PSEPK,Rnc,Ribonuclease 3,0812_0815-Control,R2,479057.6,0.010285153,-1.987789251,0812_0815_NONTARGET
Q88MY5,RNC_PSEPK,Rnc,Ribonuclease 3,0812_0815-Control,R3,438274.7333,0.009502474,-2.022163327,0812_0815_NONTARGET
Q88MY6,Q88MY6_PSEPK,Lepb,Signal peptidase I,0812_0815-Control,R1,1604785.733,0.034736177,-1.459217983,0812_0815_NONTARGET
Q88MY6,Q88MY6_PSEPK,Lepb,Signal peptidase I,0812_0815-Control,R2,2034144,0.043672164,-1.359795291,0812_0815_NONTARGET
Q88MY6,Q88MY6_PSEPK,Lepb,Signal peptidase I,0812_0815-Control,R3,1693947.7,0.036727404,-1.435009763,0812_0815_NONTARGET
Q88MY7,LEPA_PSEPK,Lepa,Elongation factor 4,0812_0815-Control,R1,2346542.333,0.050791771,-1.294206644,0812_0815_NONTARGET
Q88MY7,LEPA_PSEPK,Lepa,Elongation factor 4,0812_0815-Control,R2,2228854.333,0.047852508,-1.320095299,0812_0815_NONTARGET
Q88MY7,LEPA_PSEPK,Lepa,Elongation factor 4,0812_0815-Control,R3,2643301.333,0.057310859,-1.241763086,0812_0815_NONTARGET
Q88MY8,Q88MY8_PSEPK,Pp_1430,Probable periplasmic serine endoprotease DegP-like,0812_0815-Control,R1,3750933.667,0.081190337,-1.090495654,0812_0815_NONTARGET
Q88MY8,Q88MY8_PSEPK,Pp_1430,Probable periplasmic serine endoprotease DegP-like,0812_0815-Control,R2,3543333.333,0.076073785,-1.118764975,0812_0815_NONTARGET
Q88MY8,Q88MY8_PSEPK,Pp_1430,Probable periplasmic serine endoprotease DegP-like,0812_0815-Control,R3,3423848.333,0.074234324,-1.129395242,0812_0815_NONTARGET
Q88MY9,Q88MY9_PSEPK,Mucb,Sigma factor AlgU regulatory protein MucB,0812_0815-Control,R1,1273333.333,0.027561768,-1.559692929,0812_0815_NONTARGET
Q88MY9,Q88MY9_PSEPK,Mucb,Sigma factor AlgU regulatory protein MucB,0812_0815-Control,R2,1686666.667,0.03621198,-1.441147723,0812_0815_NONTARGET
Q88MY9,Q88MY9_PSEPK,Mucb,Sigma factor AlgU regulatory protein MucB,0812_0815-Control,R3,1430614.367,0.031017931,-1.508387179,0812_0815_NONTARGET
Q88MZ1,Q88MZ1_PSEPK,Rpoe,RNA polymerase sigma factor,0812_0815-Control,R1,415710.4,0.008998204,-2.045844148,0812_0815_NONTARGET
Q88MZ1,Q88MZ1_PSEPK,Rpoe,RNA polymerase sigma factor,0812_0815-Control,R2,312986.9333,0.00671969,-2.172650778,0812_0815_NONTARGET
Q88MZ1,Q88MZ1_PSEPK,Rpoe,RNA polymerase sigma factor,0812_0815-Control,R3,381228.7333,0.008265628,-2.082724135,0812_0815_NONTARGET
Q88MZ2,Q88MZ2_PSEPK,Nadb,L-aspartate oxidase,0812_0815-Control,R1,1436666.667,0.031097178,-1.507279022,0812_0815_NONTARGET
Q88MZ2,Q88MZ2_PSEPK,Nadb,L-aspartate oxidase,0812_0815-Control,R2,1345784.667,0.028893396,-1.539201409,0812_0815_NONTARGET
Q88MZ2,Q88MZ2_PSEPK,Nadb,L-aspartate oxidase,0812_0815-Control,R3,1076666.667,0.023343797,-1.631828493,0812_0815_NONTARGET
Q88MZ5,Q88MZ5_PSEPK,Pp_1423,Aminomethyltransferase folate-binding domain-containing protein,0812_0815-Control,R1,860644.3333,0.018628963,-1.729811324,0812_0815_NONTARGET
Q88MZ5,Q88MZ5_PSEPK,Pp_1423,Aminomethyltransferase folate-binding domain-containing protein,0812_0815-Control,R2,1122548,0.024100604,-1.617972065,0812_0815_NONTARGET
Q88MZ5,Q88MZ5_PSEPK,Pp_1423,Aminomethyltransferase folate-binding domain-containing protein,0812_0815-Control,R3,1133333.333,0.024572418,-1.609552098,0812_0815_NONTARGET
Q88N00,Q88N00_PSEPK,Pp_1418,Tricarboxylate transport protein TctC,0812_0815-Control,R1,1581065.4,0.034222742,-1.465685203,0812_0815_NONTARGET
Q88N00,Q88N00_PSEPK,Pp_1418,Tricarboxylate transport protein TctC,0812_0815-Control,R2,1660656.933,0.035653563,-1.447897062,0812_0815_NONTARGET
Q88N00,Q88N00_PSEPK,Pp_1418,Tricarboxylate transport protein TctC,0812_0815-Control,R3,1281228.733,0.027779019,-1.556283091,0812_0815_NONTARGET
Q88N10,Q88N10_PSEPK,Pp_1406,DUF4917 domain-containing protein,0812_0815-Control,R1,715932.3333,0.015496618,-1.809763061,0812_0815_NONTARGET
Q88N10,Q88N10_PSEPK,Pp_1406,DUF4917 domain-containing protein,0812_0815-Control,R2,544579.4667,0.011691878,-1.932115723,0812_0815_NONTARGET
Q88N10,Q88N10_PSEPK,Pp_1406,DUF4917 domain-containing protein,0812_0815-Control,R3,663376.3333,0.014383024,-1.842149787,0812_0815_NONTARGET
Q88N13,Q88N13_PSEPK,Bglx,beta-glucosidase,0812_0815-Control,R1,302103.4,0.006539139,-2.184479424,0812_0815_NONTARGET
Q88N13,Q88N13_PSEPK,Bglx,beta-glucosidase,0812_0815-Control,R2,430676.8,0.009246439,-2.034025508,0812_0815_NONTARGET
Q88N13,Q88N13_PSEPK,Bglx,beta-glucosidase,0812_0815-Control,R3,399850.7,0.008669381,-2.0620119,0812_0815_NONTARGET
Q88N17,Q88N17_PSEPK,Pp_1399,Heme utilization protein,0812_0815-Control,R1,19142.93333,0.000414356,-3.382626551,0812_0815_NONTARGET
Q88N17,Q88N17_PSEPK,Pp_1399,Heme utilization protein,0812_0815-Control,R2,161280.0667,0.003462611,-2.460596291,0812_0815_NONTARGET
Q88N17,Q88N17_PSEPK,Pp_1399,Heme utilization protein,0812_0815-Control,R3,15790.8,0.000342369,-3.465505628,0812_0815_NONTARGET
Q88N24,Q88N24_PSEPK,Pp_1392,NAD-binding protein,0812_0815-Control,R1,412270.0667,0.008923737,-2.049453234,0812_0815_NONTARGET
Q88N24,Q88N24_PSEPK,Pp_1392,NAD-binding protein,0812_0815-Control,R2,468304.1333,0.010054281,-1.997648994,0812_0815_NONTARGET
Q88N24,Q88N24_PSEPK,Pp_1392,NAD-binding protein,0812_0815-Control,R3,152054.7333,0.003296782,-2.481909817,0812_0815_NONTARGET
Q88N27,OADC_PSEPK,Pp_1389,Oxaloacetate decarboxylase,0812_0815-Control,R1,19142.93333,0.000414356,-3.382626551,0812_0815_NONTARGET
Q88N27,OADC_PSEPK,Pp_1389,Oxaloacetate decarboxylase,0812_0815-Control,R2,117322.4,0.00251886,-2.598796047,0812_0815_NONTARGET
Q88N27,OADC_PSEPK,Pp_1389,Oxaloacetate decarboxylase,0812_0815-Control,R3,15790.8,0.000342369,-3.465505628,0812_0815_NONTARGET
Q88N30,TTGA_PSEPK,Ttga,Probable efflux pump periplasmic linker TtgA,0812_0815-Control,R1,1334164.067,0.028878471,-1.539425798,0812_0815_NONTARGET
Q88N30,TTGA_PSEPK,Ttga,Probable efflux pump periplasmic linker TtgA,0812_0815-Control,R2,881262.2667,0.018920307,-1.72307181,0812_0815_NONTARGET
Q88N30,TTGA_PSEPK,Ttga,Probable efflux pump periplasmic linker TtgA,0812_0815-Control,R3,1612565.967,0.034962923,-1.456392271,0812_0815_NONTARGET
Q88N31,TTGB_PSEPK,Ttgb,Probable efflux pump membrane transporter TtgB,0812_0815-Control,R1,6385606,0.138218788,-0.859432919,0812_0815_NONTARGET
Q88N31,TTGB_PSEPK,Ttgb,Probable efflux pump membrane transporter TtgB,0812_0815-Control,R2,7351427.667,0.15783187,-0.801805297,0812_0815_NONTARGET
Q88N31,TTGB_PSEPK,Ttgb,Probable efflux pump membrane transporter TtgB,0812_0815-Control,R3,7078007,0.153462132,-0.813998773,0812_0815_NONTARGET
Q88N32,TTGC_PSEPK,Ttgc,Probable efflux pump outer membrane protein TtgC,0812_0815-Control,R1,2466101.333,0.053379669,-1.27262412,0812_0815_NONTARGET
Q88N32,TTGC_PSEPK,Ttgc,Probable efflux pump outer membrane protein TtgC,0812_0815-Control,R2,2525993,0.054231942,-1.265744842,0812_0815_NONTARGET
Q88N32,TTGC_PSEPK,Ttgc,Probable efflux pump outer membrane protein TtgC,0812_0815-Control,R3,2068062.367,0.044838789,-1.348346129,0812_0815_NONTARGET
Q88N36,Q88N36_PSEPK,Pcad,3-oxoadipate enol-lactonase 2,0812_0815-Control,R1,480252.7333,0.010395247,-1.983165192,0812_0815_NONTARGET
Q88N36,Q88N36_PSEPK,Pcad,3-oxoadipate enol-lactonase 2,0812_0815-Control,R2,540656.9333,0.011607663,-1.935255208,0812_0815_NONTARGET
Q88N36,Q88N36_PSEPK,Pcad,3-oxoadipate enol-lactonase 2,0812_0815-Control,R3,398235.7,0.008634366,-2.063769571,0812_0815_NONTARGET
Q88N37,Q88N37_PSEPK,Pcab,"3-carboxy-cis,cis-muconate cycloisomerase",0812_0815-Control,R1,224426.2,0.004857788,-2.313561482,0812_0815_NONTARGET
Q88N37,Q88N37_PSEPK,Pcab,"3-carboxy-cis,cis-muconate cycloisomerase",0812_0815-Control,R2,243541.7333,0.005228732,-2.281603592,0812_0815_NONTARGET
Q88N37,Q88N37_PSEPK,Pcab,"3-carboxy-cis,cis-muconate cycloisomerase",0812_0815-Control,R3,436012.0667,0.009453416,-2.024411252,0812_0815_NONTARGET
Q88N41,Q88N41_PSEPK,Pcar,Transcription regulatory protein (Pca regulon),0812_0815-Control,R1,118218.4667,0.002558882,-2.591949715,0812_0815_NONTARGET
Q88N41,Q88N41_PSEPK,Pcar,Transcription regulatory protein (Pca regulon),0812_0815-Control,R2,115820.9333,0.002486624,-2.604389925,0812_0815_NONTARGET
Q88N41,Q88N41_PSEPK,Pcar,Transcription regulatory protein (Pca regulon),0812_0815-Control,R3,167843.0667,0.003639097,-2.439006355,0812_0815_NONTARGET
Q88N43,Q88N43_PSEPK,Pitb,Phosphate transporter,0812_0815-Control,R1,614220.7333,0.013295033,-1.876310565,0812_0815_NONTARGET
Q88N43,Q88N43_PSEPK,Pitb,Phosphate transporter,0812_0815-Control,R2,150361.2667,0.003228189,-2.491041009,0812_0815_NONTARGET
Q88N43,Q88N43_PSEPK,Pitb,Phosphate transporter,0812_0815-Control,R3,363204.3667,0.007874832,-2.1037587,0812_0815_NONTARGET
Q88N44,Q88N44_PSEPK,Pp_1372,AAA+ ATPase domain-containing protein,0812_0815-Control,R1,478882.4,0.010365586,-1.984406161,0812_0815_NONTARGET
Q88N44,Q88N44_PSEPK,Pp_1372,AAA+ ATPase domain-containing protein,0812_0815-Control,R2,738218.1333,0.015849214,-1.799992276,0812_0815_NONTARGET
Q88N44,Q88N44_PSEPK,Pp_1372,AAA+ ATPase domain-containing protein,0812_0815-Control,R3,436707.0333,0.009468483,-2.023719574,0812_0815_NONTARGET
Q88N45,MCPG_PSEPK,Mcpg,Methyl-accepting chemotaxis protein McpG,0812_0815-Control,R1,52551.2,0.00113749,-2.9440524,0812_0815_NONTARGET
Q88N45,MCPG_PSEPK,Mcpg,Methyl-accepting chemotaxis protein McpG,0812_0815-Control,R2,50787.06667,0.001090376,-2.962423855,0812_0815_NONTARGET
Q88N45,MCPG_PSEPK,Mcpg,Methyl-accepting chemotaxis protein McpG,0812_0815-Control,R3,24023.46667,0.000520866,-3.283274083,0812_0815_NONTARGET
Q88N49,Q88N49_PSEPK,Puru-ii,Formyltetrahydrofolate deformylase,0812_0815-Control,R1,2250680.667,0.04871681,-1.312321157,0812_0815_NONTARGET
Q88N49,Q88N49_PSEPK,Puru-ii,Formyltetrahydrofolate deformylase,0812_0815-Control,R2,1772690,0.038058863,-1.41954419,0812_0815_NONTARGET
Q88N49,Q88N49_PSEPK,Puru-ii,Formyltetrahydrofolate deformylase,0812_0815-Control,R3,1893629.033,0.041056804,-1.386614857,0812_0815_NONTARGET
Q88N50,Q88N50_PSEPK,Pp_1366,"Transcriptional regulator MvaT, P16 subunit",0812_0815-Control,R1,16472930,0.356562623,-0.447864185,0812_0815_NONTARGET
Q88N50,Q88N50_PSEPK,Pp_1366,"Transcriptional regulator MvaT, P16 subunit",0812_0815-Control,R2,17793856.67,0.38202616,-0.417906897,0812_0815_NONTARGET
Q88N50,Q88N50_PSEPK,Pp_1366,"Transcriptional regulator MvaT, P16 subunit",0812_0815-Control,R3,18297277.67,0.396713261,-0.401523282,0812_0815_NONTARGET
Q88N51,Q88N51_PSEPK,Sbcb,Exodeoxyribonuclease I,0812_0815-Control,R1,543755.3333,0.011769784,-1.929231508,0812_0815_NONTARGET
Q88N51,Q88N51_PSEPK,Sbcb,Exodeoxyribonuclease I,0812_0815-Control,R2,819775.1333,0.017600206,-1.754482245,0812_0815_NONTARGET
Q88N51,Q88N51_PSEPK,Sbcb,Exodeoxyribonuclease I,0812_0815-Control,R3,397298.3667,0.008614043,-2.064792981,0812_0815_NONTARGET
Q88N54,Q88N54_PSEPK,Pyka,Pyruvate kinase,0812_0815-Control,R1,5530000,0.119698882,-0.921909906,0812_0815_NONTARGET
Q88N54,Q88N54_PSEPK,Pyka,Pyruvate kinase,0812_0815-Control,R2,5703333.333,0.122448021,-0.91204823,0812_0815_NONTARGET
Q88N54,Q88N54_PSEPK,Pyka,Pyruvate kinase,0812_0815-Control,R3,5283333.333,0.114550833,-0.941001749,0812_0815_NONTARGET
Q88N55,CH60_PSEPK,Groel,Chaperonin GroEL,0812_0815-Control,R1,93910000,2.032716456,0.308076803,0812_0815_NONTARGET
Q88N55,CH60_PSEPK,Groel,Chaperonin GroEL,0812_0815-Control,R2,94333333.33,2.025294558,0.306488196,0812_0815_NONTARGET
Q88N55,CH60_PSEPK,Groel,Chaperonin GroEL,0812_0815-Control,R3,99036666.67,2.147268009,0.331886254,0812_0815_NONTARGET
Q88N56,CH10_PSEPK,Groes,Co-chaperonin GroES,0812_0815-Control,R1,11393333.33,0.246612886,-0.607984234,0812_0815_NONTARGET
Q88N56,CH10_PSEPK,Groes,Co-chaperonin GroES,0812_0815-Control,R2,10993333.33,0.236021959,-0.627047588,0812_0815_NONTARGET
Q88N56,CH10_PSEPK,Groes,Co-chaperonin GroES,0812_0815-Control,R3,11533333.33,0.250060493,-0.601954917,0812_0815_NONTARGET
Q88N58,Q88N58_PSEPK,Pp_1358,Heme iron utilization protein,0812_0815-Control,R1,519571.4667,0.011246315,-1.948989745,0812_0815_NONTARGET
Q88N58,Q88N58_PSEPK,Pp_1358,Heme iron utilization protein,0812_0815-Control,R2,630559.8,0.013537837,-1.868450705,0812_0815_NONTARGET
Q88N58,Q88N58_PSEPK,Pp_1358,Heme iron utilization protein,0812_0815-Control,R3,444562.0667,0.009638793,-2.015977358,0812_0815_NONTARGET
Q88N61,Q88N61_PSEPK,Ampg,Muropeptide permease AmpG,0812_0815-Control,R1,91496.8,0.001980482,-2.703229132,0812_0815_NONTARGET
Q88N61,Q88N61_PSEPK,Ampg,Muropeptide permease AmpG,0812_0815-Control,R2,272210.8667,0.005844246,-2.233271527,0812_0815_NONTARGET
Q88N61,Q88N61_PSEPK,Ampg,Muropeptide permease AmpG,0812_0815-Control,R3,286846.0333,0.006219265,-2.206260912,0812_0815_NONTARGET
Q88N67,Q88N67_PSEPK,Pp_1348,8-oxo-dGTP diphosphatase,0812_0815-Control,R1,633348.0667,0.013709052,-1.862992588,0812_0815_NONTARGET
Q88N67,Q88N67_PSEPK,Pp_1348,8-oxo-dGTP diphosphatase,0812_0815-Control,R2,578484.1333,0.012419796,-1.905885533,0812_0815_NONTARGET
Q88N67,Q88N67_PSEPK,Pp_1348,8-oxo-dGTP diphosphatase,0812_0815-Control,R3,751688.7,0.016297773,-1.787871739,0812_0815_NONTARGET
Q88N68,Q88N68_PSEPK,Pp_1347,Glutathione S-transferase family protein,0812_0815-Control,R1,514211.9333,0.011130306,-1.953492886,0812_0815_NONTARGET
Q88N68,Q88N68_PSEPK,Pp_1347,Glutathione S-transferase family protein,0812_0815-Control,R2,1007906.733,0.021639308,-1.664756639,0812_0815_NONTARGET
Q88N68,Q88N68_PSEPK,Pp_1347,Glutathione S-transferase family protein,0812_0815-Control,R3,1275176.433,0.027647796,-1.558339483,0812_0815_NONTARGET
Q88N69,SECA_PSEPK,Seca,Protein translocase subunit SecA,0812_0815-Control,R1,7785527,0.168520593,-0.773347022,0812_0815_NONTARGET
Q88N69,SECA_PSEPK,Seca,Protein translocase subunit SecA,0812_0815-Control,R2,7846470.333,0.168460216,-0.773502648,0812_0815_NONTARGET
Q88N69,SECA_PSEPK,Seca,Protein translocase subunit SecA,0812_0815-Control,R3,7897100.333,0.171221341,-0.766442105,0812_0815_NONTARGET
Q88N71,LPXC_PSEPK,Lpxc,UDP-3-O-acyl-N-acetylglucosamine deacetylase,0812_0815-Control,R1,3293736.667,0.07129414,-1.146946163,0812_0815_NONTARGET
Q88N71,LPXC_PSEPK,Lpxc,UDP-3-O-acyl-N-acetylglucosamine deacetylase,0812_0815-Control,R2,3522694.667,0.075630682,-1.121301983,0812_0815_NONTARGET
Q88N71,LPXC_PSEPK,Lpxc,UDP-3-O-acyl-N-acetylglucosamine deacetylase,0812_0815-Control,R3,3448700.667,0.074773161,-1.12625426,0812_0815_NONTARGET
Q88N72,Q88N72_PSEPK,Ftsa,Cell division protein FtsA,0812_0815-Control,R1,1954993.667,0.042316556,-1.373489683,0812_0815_NONTARGET
Q88N72,Q88N72_PSEPK,Ftsa,Cell division protein FtsA,0812_0815-Control,R2,2219659.8,0.047655105,-1.321890568,0812_0815_NONTARGET
Q88N72,Q88N72_PSEPK,Ftsa,Cell division protein FtsA,0812_0815-Control,R3,2021625.7,0.04383197,-1.358209011,0812_0815_NONTARGET
Q88N74,DDLB_PSEPK,Ddlb,D-alanine--D-alanine ligase B,0812_0815-Control,R1,647319.4,0.014011466,-1.853516415,0812_0815_NONTARGET
Q88N74,DDLB_PSEPK,Ddlb,D-alanine--D-alanine ligase B,0812_0815-Control,R2,1538661.8,0.033034382,-1.481033813,0812_0815_NONTARGET
Q88N74,DDLB_PSEPK,Ddlb,D-alanine--D-alanine ligase B,0812_0815-Control,R3,2380000,0.051602079,-1.287332804,0812_0815_NONTARGET
Q88N75,MURC_PSEPK,Murc,UDP-N-acetylmuramate--L-alanine ligase,0812_0815-Control,R1,883061.0667,0.019114181,-1.7186443,0812_0815_NONTARGET
Q88N75,MURC_PSEPK,Murc,UDP-N-acetylmuramate--L-alanine ligase,0812_0815-Control,R2,1013111.667,0.021751055,-1.662519669,0812_0815_NONTARGET
Q88N75,MURC_PSEPK,Murc,UDP-N-acetylmuramate--L-alanine ligase,0812_0815-Control,R3,722731.7,0.01566994,-1.804932657,0812_0815_NONTARGET
Q88N76,MURG_PSEPK,Murg,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,0812_0815-Control,R1,1006468.333,0.021785377,-1.661834922,0812_0815_NONTARGET
Q88N76,MURG_PSEPK,Murg,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,0812_0815-Control,R2,707069.8,0.015180473,-1.818714697,0812_0815_NONTARGET
Q88N76,MURG_PSEPK,Murg,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,0812_0815-Control,R3,1250455.333,0.027111804,-1.566841578,0812_0815_NONTARGET
Q88N78,MURD_PSEPK,Murd,UDP-N-acetylmuramoylalanine--D-glutamate ligase,0812_0815-Control,R1,980111.3333,0.02121487,-1.673359626,0812_0815_NONTARGET
Q88N78,MURD_PSEPK,Murd,UDP-N-acetylmuramoylalanine--D-glutamate ligase,0812_0815-Control,R2,1208289.333,0.025941433,-1.586006043,0812_0815_NONTARGET
Q88N78,MURD_PSEPK,Murd,UDP-N-acetylmuramoylalanine--D-glutamate ligase,0812_0815-Control,R3,972182.6667,0.021078423,-1.676161887,0812_0815_NONTARGET
Q88N80,Q88N80_PSEPK,Murf,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,0812_0815-Control,R1,840741.8,0.018198165,-1.739972397,0812_0815_NONTARGET
Q88N80,Q88N80_PSEPK,Murf,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,0812_0815-Control,R2,1065614.267,0.022878263,-1.640576959,0812_0815_NONTARGET
Q88N80,Q88N80_PSEPK,Murf,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,0812_0815-Control,R3,1021303.333,0.022143435,-1.654755011,0812_0815_NONTARGET
Q88N81,MURE_PSEPK,Mure,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",0812_0815-Control,R1,1562220.733,0.033814842,-1.47089264,0812_0815_NONTARGET
Q88N81,MURE_PSEPK,Mure,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",0812_0815-Control,R2,1614241.667,0.034657048,-1.460208432,0812_0815_NONTARGET
Q88N81,MURE_PSEPK,Mure,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",0812_0815-Control,R3,1513301.333,0.032810712,-1.483984346,0812_0815_NONTARGET
Q88N82,Q88N82_PSEPK,Ftsi,"Peptidoglycan D,D-transpeptidase FtsI",0812_0815-Control,R1,1016276.333,0.021997675,-1.657623226,0812_0815_NONTARGET
Q88N82,Q88N82_PSEPK,Ftsi,"Peptidoglycan D,D-transpeptidase FtsI",0812_0815-Control,R2,870656.9333,0.018692616,-1.728329922,0812_0815_NONTARGET
Q88N82,Q88N82_PSEPK,Ftsi,"Peptidoglycan D,D-transpeptidase FtsI",0812_0815-Control,R3,884562.0667,0.019178673,-1.71718145,0812_0815_NONTARGET
Q88N84,RSMH_PSEPK,Rsmh,Ribosomal RNA small subunit methyltransferase H,0812_0815-Control,R1,128484.8667,0.002781102,-2.555783059,0812_0815_NONTARGET
Q88N84,RSMH_PSEPK,Rsmh,Ribosomal RNA small subunit methyltransferase H,0812_0815-Control,R2,311410.9333,0.006685854,-2.174843129,0812_0815_NONTARGET
Q88N84,RSMH_PSEPK,Rsmh,Ribosomal RNA small subunit methyltransferase H,0812_0815-Control,R3,122813.4333,0.002662785,-2.574663888,0812_0815_NONTARGET
Q88N86,Q88N86_PSEPK,Rsmi,Ribosomal RNA small subunit methyltransferase I,0812_0815-Control,R1,669329.0667,0.014487874,-1.838995352,0812_0815_NONTARGET
Q88N86,Q88N86_PSEPK,Rsmi,Ribosomal RNA small subunit methyltransferase I,0812_0815-Control,R2,585237.4667,0.012564787,-1.900844863,0812_0815_NONTARGET
Q88N86,Q88N86_PSEPK,Rsmi,Ribosomal RNA small subunit methyltransferase I,0812_0815-Control,R3,627321.0333,0.01360129,-1.866419912,0812_0815_NONTARGET
Q88N87,Q88N87_PSEPK,Pp_1325,Lipoprotein,0812_0815-Control,R1,3910567,0.08464566,-1.072395306,0812_0815_NONTARGET
Q88N87,Q88N87_PSEPK,Pp_1325,Lipoprotein,0812_0815-Control,R2,3808933.333,0.081776098,-1.087373614,0812_0815_NONTARGET
Q88N87,Q88N87_PSEPK,Pp_1325,Lipoprotein,0812_0815-Control,R3,3927629.667,0.085157082,-1.069779229,0812_0815_NONTARGET
Q88N89,Q88N89_PSEPK,Gmha,Phosphoheptose isomerase,0812_0815-Control,R1,769018.3333,0.016645684,-1.778698344,0812_0815_NONTARGET
Q88N89,Q88N89_PSEPK,Gmha,Phosphoheptose isomerase,0812_0815-Control,R2,457179.8,0.009815446,-2.008089952,0812_0815_NONTARGET
Q88N89,Q88N89_PSEPK,Gmha,Phosphoheptose isomerase,0812_0815-Control,R3,278900.3667,0.006046991,-2.218460676,0812_0815_NONTARGET
Q88N90,Q88N90_PSEPK,Pp_1322,Lipoprotein,0812_0815-Control,R1,668953,0.014479733,-1.839239432,0812_0815_NONTARGET
