Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of_protein_abundance_Top3-method,log10_%_abundance,Source
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,PP_0812_15,R3,589614.0333,0.012783744,-1.893341949,September
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,PP_0812_15,R1,8814357.2,0.19079,-0.719444391,September
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,PP_0812_15,R2,12037323.6,0.258435964,-0.587647049,September
Q88Q95,RS20_PSEPK,Rpst,Small ribosomal subunit protein bS20,PP_0812_15,R3,11817895.4,0.256230239,-0.591369619,September
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,PP_0812_15,R1,689547.4,0.014925507,-1.826070912,September
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,PP_0812_15,R2,626446.8,0.013449533,-1.87129279,September
Q88Q96,Q88Q96_PSEPK,Pp_0599,Paraquat-inducible protein B,PP_0812_15,R3,669538.0333,0.014516619,-1.838134509,September
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),PP_0812_15,R1,563509,0.012197359,-1.913734181,September
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),PP_0812_15,R2,669778.3333,0.014379842,-1.842245891,September
Q88Q97,Q88Q97_PSEPK,Mmsa-i,methylmalonate-semialdehyde dehydrogenase (CoA acylating),PP_0812_15,R3,455709.0667,0.009880477,-2.005222092,September
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,PP_0812_15,R1,967542.7333,0.020942818,-1.678964882,September
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,PP_0812_15,R2,792486.2667,0.017014326,-1.76918524,September
Q88Q98,Q88Q98_PSEPK,Pp_0596,Omega-amino acid--pyruvate aminotransferase,PP_0812_15,R3,463664.1,0.010052954,-1.99770629,September
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0812_15,R1,1058119.067,0.022903376,-1.640100497,September
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0812_15,R2,1135328.467,0.024374995,-1.613055458,September
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_0812_15,R3,1117281.033,0.02422438,-1.615747334,September
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,PP_0812_15,R1,1295156.333,0.028034135,-1.552312844,September
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,PP_0812_15,R2,1204048.333,0.02585038,-1.587533064,September
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,PP_0812_15,R3,1521996,0.032999226,-1.48149625,September
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,PP_0812_15,R1,317575.8,0.006874045,-2.162787637,September
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,PP_0812_15,R2,119561.8667,0.00256694,-2.590584298,September
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,PP_0812_15,R3,150325.4667,0.003259288,-2.4868772,September
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,PP_0812_15,R1,569131.6667,0.012319064,-1.909422287,September
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,PP_0812_15,R2,591778.4667,0.01270522,-1.896017827,September
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,PP_0812_15,R3,285206.3667,0.006183715,-2.208750545,September
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,PP_0812_15,R1,819098.1333,0.01772968,-1.751299101,September
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,PP_0812_15,R2,810905.9333,0.017409788,-1.759206507,September
Q88QB6,Q88QB6_PSEPK,Cmom,tRNA 5-carboxymethoxyuridine methyltransferase,PP_0812_15,R3,675381.2667,0.01464331,-1.834360751,September
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,PP_0812_15,R1,106015.1333,0.002294737,-2.639267174,September
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,PP_0812_15,R2,126059.6,0.002706443,-2.56760106,September
Q88QB8,Q88QB8_PSEPK,Pp_0576,Lipoprotein,PP_0812_15,R3,98994.4,0.002146352,-2.668299133,September
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,PP_0812_15,R1,824603.6667,0.017848849,-1.748389776,September
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,PP_0812_15,R2,561651.4667,0.012058406,-1.918710088,September
Q88QC4,Q88QC4_PSEPK,Yfhm,Alpha-2-macroglobulin,PP_0812_15,R3,299775.3667,0.006499593,-2.187113818,September
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,PP_0812_15,R1,1816666.667,0.039322418,-1.40535979,September
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,PP_0812_15,R2,1736666.667,0.037285458,-1.428460517,September
Q88QC7,SPEA_PSEPK,Spea,Biosynthetic arginine decarboxylase,PP_0812_15,R3,1573333.333,0.034112298,-1.467089017,September
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,PP_0812_15,R1,1256666.667,0.027201012,-1.565414942,September
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,PP_0812_15,R2,1185962.333,0.025462082,-1.594106089,September
Q88QD0,Q88QD0_PSEPK,Pp_0564,DUF2333 family protein,PP_0812_15,R3,1669655.667,0.036200716,-1.441282845,September
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,PP_0812_15,R1,439078.8,0.009504022,-2.022092569,September
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,PP_0812_15,R2,524847.2667,0.011268237,-1.948144045,September
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,PP_0812_15,R3,578219.4,0.01253669,-1.901817102,September
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,PP_0812_15,R1,3623093.333,0.078423186,-1.105555516,September
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,PP_0812_15,R2,3513886,0.075441564,-1.122389317,September
Q88QD5,Q88QD5_PSEPK,Accb,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,PP_0812_15,R3,3893270.667,0.084412126,-1.073595163,September
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,PP_0812_15,R1,4572577,0.098975109,-1.00447401,September
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,PP_0812_15,R2,4215328.467,0.090501221,-1.043345564,September
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,PP_0812_15,R3,4337281.033,0.094038957,-1.026692198,September
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,PP_0812_15,R1,775570.0667,0.016787499,-1.775013999,September
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,PP_0812_15,R2,781087.8,0.016769606,-1.775477131,September
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,PP_0812_15,R3,11843.1,0.000256777,-3.590444364,September
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",PP_0812_15,R1,7045555.333,0.152503634,-0.816719807,September
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",PP_0812_15,R2,7485375,0.16070766,-0.793963423,September
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",PP_0812_15,R3,7388825.333,0.160201154,-0.795334361,September
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,PP_0812_15,R1,3376666.667,0.073089191,-1.136146847,September
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,PP_0812_15,R2,3170000,0.068058485,-1.167117723,September
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,PP_0812_15,R3,3443333.333,0.074656789,-1.126930694,September
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,PP_0812_15,R1,415157.7333,0.008986242,-2.046421905,September
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,PP_0812_15,R2,120353.1,0.002583927,-2.587719704,September
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,PP_0812_15,R3,151731.1333,0.003289765,-2.482835059,September
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,PP_0812_15,R1,408427.0667,0.008840554,-2.053520522,September
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,PP_0812_15,R2,978651.8,0.021011217,-1.677548786,September
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,PP_0812_15,R3,1038761.033,0.022521945,-1.647394111,September
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,PP_0812_15,R1,213517.8,0.004621671,-2.335200952,September
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,PP_0812_15,R2,679811.1333,0.014595242,-1.835788712,September
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,PP_0812_15,R3,789249,0.017112138,-1.766695721,September
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",PP_0812_15,R1,2029591.8,0.04393126,-1.357226338,September
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",PP_0812_15,R2,2419623.333,0.051948233,-1.284429221,September
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",PP_0812_15,R3,2228902.667,0.048326055,-1.315818657,September
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,PP_0812_15,R1,6210000,0.134417732,-0.871543437,September
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,PP_0812_15,R2,5850000,0.125596889,-0.901021119,September
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,PP_0812_15,R3,6160000,0.133558321,-0.874329049,September
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,PP_0812_15,R1,302527.8,0.006548325,-2.183869748,September
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,PP_0812_15,R2,286500.9333,0.006151047,-2.211050944,September
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,PP_0812_15,R3,519854.3667,0.011271246,-1.948028065,September
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,PP_0812_15,R1,541007.3333,0.011710303,-1.931431886,September
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,PP_0812_15,R2,296900.6,0.006374323,-2.19556591,September
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,PP_0812_15,R3,404603.3667,0.008772426,-2.056880269,September
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,PP_0812_15,R1,3146666.667,0.068110756,-1.166784298,September
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,PP_0812_15,R2,4200142.667,0.090175188,-1.044912943,September
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,PP_0812_15,R3,4583333.333,0.099373751,-1.002728317,September
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,PP_0812_15,R1,379983.7333,0.008224888,-2.084870032,September
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,PP_0812_15,R2,456148.8,0.009793311,-2.009070448,September
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,PP_0812_15,R3,428449.3667,0.009289445,-2.032010256,September
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,PP_0812_15,R1,2291256,0.049595078,-1.304561422,September
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,PP_0812_15,R2,2210000,0.047447713,-1.323784711,September
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,PP_0812_15,R3,2186666.667,0.047410313,-1.324127176,September
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",PP_0812_15,R1,6132332.333,0.132736587,-0.877009355,September
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",PP_0812_15,R2,6226405.967,0.133678157,-0.873939551,September
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",PP_0812_15,R3,6017495.933,0.130468613,-0.884493955,September
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",PP_0812_15,R1,2096049.667,0.045369765,-1.343233468,September
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",PP_0812_15,R2,831693.3333,0.017856085,-1.748213765,September
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",PP_0812_15,R3,1993006.333,0.043211458,-1.364401082,September
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,PP_0812_15,R1,99732.13333,0.002158739,-2.665799929,September
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,PP_0812_15,R2,428725,0.009204534,-2.035998176,September
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,PP_0812_15,R3,416540,0.009031231,-2.044253048,September
Q88QH9,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,PP_0812_15,R1,509571.4667,0.011029862,-1.957429936,September
Q88QH9,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,PP_0812_15,R2,15985.4,0.000343199,-3.464453477,September
Q88QH9,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,PP_0812_15,R3,11843.1,0.000256777,-3.590444364,September
Q88QI1,Q88QI1_PSEPK,Pp_0512,Lipoprotein,PP_0812_15,R1,921976,0.019956509,-1.699915421,September
Q88QI1,Q88QI1_PSEPK,Pp_0512,Lipoprotein,PP_0812_15,R2,894545,0.019205482,-1.716574792,September
Q88QI1,Q88QI1_PSEPK,Pp_0512,Lipoprotein,PP_0812_15,R3,1045620,0.022670658,-1.644535879,September
Q88QI2,Q88QI2_PSEPK,Trx,Thioredoxin,PP_0812_15,R1,665921.4,0.014414113,-1.841212066,September
Q88QI2,Q88QI2_PSEPK,Trx,Thioredoxin,PP_0812_15,R2,377323.6,0.008100969,-2.091463016,September
Q88QI2,Q88QI2_PSEPK,Trx,Thioredoxin,PP_0812_15,R3,1747281.033,0.037883753,-1.421546998,September
Q88QI8,Q88QI8_PSEPK,Oprg,Outer membrane protein OprG,PP_0812_15,R1,470607.6667,0.010186476,-1.99197604,September
Q88QI8,Q88QI8_PSEPK,Oprg,Outer membrane protein OprG,PP_0812_15,R2,592055.3333,0.012711164,-1.895814687,September
Q88QI8,Q88QI8_PSEPK,Oprg,Outer membrane protein OprG,PP_0812_15,R3,828139.6667,0.017955348,-1.745806174,September
Q88QJ1,Q88QJ1_PSEPK,Pp_0501,NAD-dependent epimerase/dehydratase family protein,PP_0812_15,R1,320049.7333,0.006927594,-2.159417568,September
Q88QJ1,Q88QJ1_PSEPK,Pp_0501,NAD-dependent epimerase/dehydratase family protein,PP_0812_15,R2,369090.4667,0.007924208,-2.101044157,September
Q88QJ1,Q88QJ1_PSEPK,Pp_0501,NAD-dependent epimerase/dehydratase family protein,PP_0812_15,R3,418973.7,0.009083997,-2.041722999,September
Q88QJ2,Q88QJ2_PSEPK,Pp_0500,dTDP-4-dehydrorhamnose reductase,PP_0812_15,R1,523590.3333,0.011333305,-1.945643418,September
Q88QJ2,Q88QJ2_PSEPK,Pp_0500,dTDP-4-dehydrorhamnose reductase,PP_0812_15,R2,705348.3333,0.015143514,-1.819773341,September
Q88QJ2,Q88QJ2_PSEPK,Pp_0500,dTDP-4-dehydrorhamnose reductase,PP_0812_15,R3,481452.6667,0.010438638,-1.981356164,September
Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteyl-tRNA-specific translation elongation factor,PP_0812_15,R1,736099.6667,0.015933148,-1.797698416,September
Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteyl-tRNA-specific translation elongation factor,PP_0812_15,R2,721992,0.015500846,-1.8096446,September
Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteyl-tRNA-specific translation elongation factor,PP_0812_15,R3,557829.7,0.01209461,-1.917408128,September
Q88QJ8,SELA_PSEPK,Sela,L-seryl-tRNA(Sec) selenium transferase,PP_0812_15,R1,132271.1333,0.002863057,-2.543169963,September
Q88QJ8,SELA_PSEPK,Sela,L-seryl-tRNA(Sec) selenium transferase,PP_0812_15,R2,188332.6,0.004043417,-2.393251483,September
Q88QJ8,SELA_PSEPK,Sela,L-seryl-tRNA(Sec) selenium transferase,PP_0812_15,R3,116329.7333,0.002522208,-2.598219028,September
Q88QK1,Q88QK1_PSEPK,Fdoh,Formate dehydrogenase iron-sulfur subunit,PP_0812_15,R1,14357.2,0.000310767,-3.507565287,September
Q88QK1,Q88QK1_PSEPK,Fdoh,Formate dehydrogenase iron-sulfur subunit,PP_0812_15,R2,175385.2667,0.003765443,-2.424183878,September
Q88QK1,Q88QK1_PSEPK,Fdoh,Formate dehydrogenase iron-sulfur subunit,PP_0812_15,R3,270051.7333,0.005855139,-2.232462792,September
Q88QK5,SSB_PSEPK,Ssb,Single-stranded DNA-binding protein,PP_0812_15,R1,2956666.667,0.063998136,-1.193832672,September
Q88QK5,SSB_PSEPK,Ssb,Single-stranded DNA-binding protein,PP_0812_15,R2,2218661.8,0.047633678,-1.322085879,September
Q88QK5,SSB_PSEPK,Ssb,Single-stranded DNA-binding protein,PP_0812_15,R3,2337972.7,0.050690862,-1.295070325,September
Q88QK7,UVRA_PSEPK,Uvra,UvrABC system protein A,PP_0812_15,R1,3775600.667,0.081724264,-1.087648983,September
Q88QK7,UVRA_PSEPK,Uvra,UvrABC system protein A,PP_0812_15,R2,3112079.667,0.066814961,-1.175126279,September
Q88QK7,UVRA_PSEPK,Uvra,UvrABC system protein A,PP_0812_15,R3,2741381.333,0.059437385,-1.22594031,September
Q88QK8,Q88QK8_PSEPK,Bfr-i,Bacterioferritin,PP_0812_15,R1,698183.6667,0.015112442,-1.820665353,September
Q88QK8,Q88QK8_PSEPK,Bfr-i,Bacterioferritin,PP_0812_15,R2,404424.9333,0.008682823,-2.061339063,September
Q88QK8,Q88QK8_PSEPK,Bfr-i,Bacterioferritin,PP_0812_15,R3,255887.4,0.005548034,-2.255860859,September
Q88QK9,Q88QK9_PSEPK,Kata,Catalase,PP_0812_15,R1,56714.13333,0.001227598,-2.910943738,September
Q88QK9,Q88QK9_PSEPK,Kata,Catalase,PP_0812_15,R2,69129.6,0.001484182,-2.828512941,September
Q88QK9,Q88QK9_PSEPK,Kata,Catalase,PP_0812_15,R3,53518.06667,0.001160354,-2.935409345,September
Q88QL0,RL17_PSEPK,Rplq,Large ribosomal subunit protein bL17,PP_0812_15,R1,10680000,0.231172524,-0.636063785,September
Q88QL0,RL17_PSEPK,Rplq,Large ribosomal subunit protein bL17,PP_0812_15,R2,11930000,0.256131775,-0.591536541,September
Q88QL0,RL17_PSEPK,Rplq,Large ribosomal subunit protein bL17,PP_0812_15,R3,11906666.67,0.258154937,-0.588119565,September
Q88QL1,RPOA_PSEPK,Rpoa,DNA-directed RNA polymerase subunit alpha,PP_0812_15,R1,18073333.33,0.391203941,-0.407596779,September
Q88QL1,RPOA_PSEPK,Rpoa,DNA-directed RNA polymerase subunit alpha,PP_0812_15,R2,17243333.33,0.37020667,-0.431555761,September
Q88QL1,RPOA_PSEPK,Rpoa,DNA-directed RNA polymerase subunit alpha,PP_0812_15,R3,18310000,0.396989101,-0.401221417,September
Q88QL2,RS4_PSEPK,Rpsd,Small ribosomal subunit protein uS4,PP_0812_15,R1,20333333.33,0.440122471,-0.356426457,September
Q88QL2,RS4_PSEPK,Rpsd,Small ribosomal subunit protein uS4,PP_0812_15,R2,19800000,0.425097162,-0.371511795,September
Q88QL2,RS4_PSEPK,Rpsd,Small ribosomal subunit protein uS4,PP_0812_15,R3,20233333.33,0.43868994,-0.357842324,September
Q88QL3,RS13_PSEPK,Rpsm,Small ribosomal subunit protein uS13,PP_0812_15,R1,13633333.33,0.295098509,-0.530032984,September
Q88QL3,RS13_PSEPK,Rpsm,Small ribosomal subunit protein uS13,PP_0812_15,R2,12066666.67,0.259065947,-0.586589669,September
Q88QL3,RS13_PSEPK,Rpsm,Small ribosomal subunit protein uS13,PP_0812_15,R3,11536666.67,0.250132765,-0.601829416,September
Q88QL5,Q88QL5_PSEPK,Secy,Protein translocase subunit SecY,PP_0812_15,R1,3333824,0.072161845,-1.141692369,September
Q88QL5,Q88QL5_PSEPK,Secy,Protein translocase subunit SecY,PP_0812_15,R2,3495059,0.075037357,-1.124722474,September
Q88QL5,Q88QL5_PSEPK,Secy,Protein translocase subunit SecY,PP_0812_15,R3,3049843.333,0.066125317,-1.17963223,September
Q88QL6,RL15_PSEPK,Rplo,Large ribosomal subunit protein uL15,PP_0812_15,R1,15918119.07,0.344553536,-0.462743289,September
Q88QL6,RL15_PSEPK,Rplo,Large ribosomal subunit protein uL15,PP_0812_15,R2,17298661.8,0.371394547,-0.430164477,September
Q88QL6,RL15_PSEPK,Rplo,Large ribosomal subunit protein uL15,PP_0812_15,R3,16837281.03,0.365058277,-0.4376378,September
Q88QL8,RS5_PSEPK,Rpse,Small ribosomal subunit protein uS5,PP_0812_15,R1,16344539,0.353783552,-0.451262362,September
Q88QL8,RS5_PSEPK,Rpse,Small ribosomal subunit protein uS5,PP_0812_15,R2,16000972.33,0.343533733,-0.464030611,September
Q88QL8,RS5_PSEPK,Rpse,Small ribosomal subunit protein uS5,PP_0812_15,R3,16438733.33,0.356417147,-0.44804141,September
Q88QL9,RL18_PSEPK,Rplr,Large ribosomal subunit protein uL18,PP_0812_15,R1,14376666.67,0.311188233,-0.506976834,September
Q88QL9,RL18_PSEPK,Rplr,Large ribosomal subunit protein uL18,PP_0812_15,R2,14563333.33,0.312668266,-0.504916195,September
Q88QL9,RL18_PSEPK,Rplr,Large ribosomal subunit protein uL18,PP_0812_15,R3,14770000,0.320236429,-0.494529265,September
Q88QM0,RL6_PSEPK,Rplf,Large ribosomal subunit protein uL6,PP_0812_15,R1,24526666.67,0.530888712,-0.274996509,September
Q88QM0,RL6_PSEPK,Rplf,Large ribosomal subunit protein uL6,PP_0812_15,R2,23333333.33,0.500956251,-0.3002002,September
Q88QM0,RL6_PSEPK,Rplf,Large ribosomal subunit protein uL6,PP_0812_15,R3,22560000,0.48913567,-0.310570665,September
Q88QM1,RS8_PSEPK,Rpsh,Small ribosomal subunit protein uS8,PP_0812_15,R1,13966666.67,0.302313632,-0.519542269,September
Q88QM1,RS8_PSEPK,Rpsh,Small ribosomal subunit protein uS8,PP_0812_15,R2,10953333.33,0.235163177,-0.628630681,September
Q88QM1,RS8_PSEPK,Rpsh,Small ribosomal subunit protein uS8,PP_0812_15,R3,9323947.7,0.202157598,-0.694309932,September
Q88QM2,RS14_PSEPK,Rpsn,Small ribosomal subunit protein uS14,PP_0812_15,R1,12362158.67,0.267583467,-0.572540724,September
Q88QM2,RS14_PSEPK,Rpsn,Small ribosomal subunit protein uS14,PP_0812_15,R2,12045328.47,0.258607825,-0.587358338,September
Q88QM2,RS14_PSEPK,Rpsn,Small ribosomal subunit protein uS14,PP_0812_15,R3,11614914,0.251829288,-0.598893762,September
Q88QM3,RL5_PSEPK,Rple,Large ribosomal subunit protein uL5,PP_0812_15,R1,20356666.67,0.44062753,-0.355928372,September
Q88QM3,RL5_PSEPK,Rple,Large ribosomal subunit protein uL5,PP_0812_15,R2,22800000,0.489505822,-0.310242138,September
Q88QM3,RL5_PSEPK,Rple,Large ribosomal subunit protein uL5,PP_0812_15,R3,19200000,0.416285676,-0.380608532,September
Q88QM4,RL24_PSEPK,Rplx,Large ribosomal subunit protein uL24,PP_0812_15,R1,19920000,0.431175719,-0.365345703,September
Q88QM4,RL24_PSEPK,Rplx,Large ribosomal subunit protein uL24,PP_0812_15,R2,21139871.33,0.453863601,-0.343074645,September
Q88QM4,RL24_PSEPK,Rplx,Large ribosomal subunit protein uL24,PP_0812_15,R3,20100211,0.435803642,-0.360709144,September
Q88QM5,RL14_PSEPK,Rpln,Large ribosomal subunit protein uL14,PP_0812_15,R1,15266666.67,0.33045261,-0.480890814,September
Q88QM5,RL14_PSEPK,Rpln,Large ribosomal subunit protein uL14,PP_0812_15,R2,15900000,0.341365903,-0.466779861,September
Q88QM5,RL14_PSEPK,Rpln,Large ribosomal subunit protein uL14,PP_0812_15,R3,16366666.67,0.35485463,-0.449949523,September
Q88QM6,RS17_PSEPK,Rpsq,Small ribosomal subunit protein uS17,PP_0812_15,R1,21624785.73,0.468076433,-0.329683225,September
Q88QM6,RS17_PSEPK,Rpsq,Small ribosomal subunit protein uS17,PP_0812_15,R2,24659661.4,0.529431923,-0.276189876,September
Q88QM6,RS17_PSEPK,Rpsq,Small ribosomal subunit protein uS17,PP_0812_15,R3,23744100.4,0.514808797,-0.288354041,September
Q88QM7,RL29_PSEPK,Rpmc,Large ribosomal subunit protein uL29,PP_0812_15,R1,5464685.333,0.118285122,-0.927069878,September
Q88QM7,RL29_PSEPK,Rpmc,Large ribosomal subunit protein uL29,PP_0812_15,R2,7023402,0.150789306,-0.821629458,September
Q88QM7,RL29_PSEPK,Rpmc,Large ribosomal subunit protein uL29,PP_0812_15,R3,5758960,0.124863154,-0.903565699,September
Q88QM8,RL16_PSEPK,Rplp,Large ribosomal subunit protein uL16,PP_0812_15,R1,26350000,0.570355432,-0.243854418,September
