Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundanceop3-method,log10_%_abundance
Q88JG4,Q88JG4_PSEPK,Pp_2685,Peptidase,PP_0815,R3,1046834.333,0.024943111,-1.60304938
Q88JG9,Q88JG9_PSEPK,Aldb-ii,Aldehyde dehydrogenase,PP_0812_15,R1,8863333.333,0.202741904,-0.693056479
Q88JG9,Q88JG9_PSEPK,Aldb-ii,Aldehyde dehydrogenase,PP_0812_15,R2,1090182.067,0.026741181,-1.572819423
Q88JG9,Q88JG9_PSEPK,Aldb-ii,Aldehyde dehydrogenase,PP_0812_15,R3,1579772.633,0.042918686,-1.367353579
Q88JG9,Q88JG9_PSEPK,Aldb-ii,Aldehyde dehydrogenase,PP_0815,R1,193330.9333,0.004698166,-2.328071661
Q88JG9,Q88JG9_PSEPK,Aldb-ii,Aldehyde dehydrogenase,PP_0815,R2,383900,0.009632448,-2.016263334
Q88JG9,Q88JG9_PSEPK,Aldb-ii,Aldehyde dehydrogenase,PP_0815,R3,23075.66667,0.000549828,-3.259773081
Q88JH0,Q88JH0_PSEPK,Qedh-ii,Quinoprotein ethanol dehydrogenase,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88JH0,Q88JH0_PSEPK,Qedh-ii,Quinoprotein ethanol dehydrogenase,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88JH0,Q88JH0_PSEPK,Qedh-ii,Quinoprotein ethanol dehydrogenase,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88JH0,Q88JH0_PSEPK,Qedh-ii,Quinoprotein ethanol dehydrogenase,PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88JH0,Q88JH0_PSEPK,Qedh-ii,Quinoprotein ethanol dehydrogenase,PP_0815,R2,12925,0.000324302,-3.489050894
Q88JH0,Q88JH0_PSEPK,Qedh-ii,Quinoprotein ethanol dehydrogenase,PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88JH1,Q88JH1_PSEPK,Pp_2678,Hydrolase,PP_0812_15,R1,195489.4,0.004471669,-2.349530347
Q88JH1,Q88JH1_PSEPK,Pp_2678,Hydrolase,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88JH1,Q88JH1_PSEPK,Pp_2678,Hydrolase,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88JH1,Q88JH1_PSEPK,Pp_2678,Hydrolase,PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88JH1,Q88JH1_PSEPK,Pp_2678,Hydrolase,PP_0815,R2,12925,0.000324302,-3.489050894
Q88JH1,Q88JH1_PSEPK,Pp_2678,Hydrolase,PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88JH2,Q88JH2_PSEPK,Pp_2677,Quinoprotein dehydrogenase-associated SoxYZ-like carrier,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88JH2,Q88JH2_PSEPK,Pp_2677,Quinoprotein dehydrogenase-associated SoxYZ-like carrier,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88JH2,Q88JH2_PSEPK,Pp_2677,Quinoprotein dehydrogenase-associated SoxYZ-like carrier,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88JH2,Q88JH2_PSEPK,Pp_2677,Quinoprotein dehydrogenase-associated SoxYZ-like carrier,PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88JH2,Q88JH2_PSEPK,Pp_2677,Quinoprotein dehydrogenase-associated SoxYZ-like carrier,PP_0815,R2,167865.6667,0.004211923,-2.375519566
Q88JH2,Q88JH2_PSEPK,Pp_2677,Quinoprotein dehydrogenase-associated SoxYZ-like carrier,PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88JH5,Q88JH5_PSEPK,Qedh-i,Quinoprotein ethanol dehydrogenase,PP_0812_15,R1,5207480.7,0.119117099,-0.924025892
Q88JH5,Q88JH5_PSEPK,Qedh-i,Quinoprotein ethanol dehydrogenase,PP_0812_15,R2,836426.8,0.020516793,-1.687890517
Q88JH5,Q88JH5_PSEPK,Qedh-i,Quinoprotein ethanol dehydrogenase,PP_0812_15,R3,2065926.3,0.056126332,-1.250833341
Q88JH5,Q88JH5_PSEPK,Qedh-i,Quinoprotein ethanol dehydrogenase,PP_0815,R1,809584.5333,0.019673843,-1.706110806
Q88JH5,Q88JH5_PSEPK,Qedh-i,Quinoprotein ethanol dehydrogenase,PP_0815,R2,903900,0.022679785,-1.644361059
Q88JH5,Q88JH5_PSEPK,Qedh-i,Quinoprotein ethanol dehydrogenase,PP_0815,R3,418460.5333,0.009970735,-2.001272834
Q88JH6,Q88JH6_PSEPK,Pp_2673,Pentapeptide repeat family protein,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88JH6,Q88JH6_PSEPK,Pp_2673,Pentapeptide repeat family protein,PP_0812_15,R2,162877.7333,0.003995244,-2.39845674
Q88JH6,Q88JH6_PSEPK,Pp_2673,Pentapeptide repeat family protein,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88JH6,Q88JH6_PSEPK,Pp_2673,Pentapeptide repeat family protein,PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88JH6,Q88JH6_PSEPK,Pp_2673,Pentapeptide repeat family protein,PP_0815,R2,12925,0.000324302,-3.489050894
Q88JH6,Q88JH6_PSEPK,Pp_2673,Pentapeptide repeat family protein,PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88JI0,Q88JI0_PSEPK,Pp_2669,Outer membrane protein,PP_0812_15,R1,128903.0667,0.002948558,-2.530390312
Q88JI0,Q88JI0_PSEPK,Pp_2669,Outer membrane protein,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88JI0,Q88JI0_PSEPK,Pp_2669,Outer membrane protein,PP_0812_15,R3,80548.6,0.002188315,-2.659890169
Q88JI0,Q88JI0_PSEPK,Pp_2669,Outer membrane protein,PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88JI0,Q88JI0_PSEPK,Pp_2669,Outer membrane protein,PP_0815,R2,12925,0.000324302,-3.489050894
Q88JI0,Q88JI0_PSEPK,Pp_2669,Outer membrane protein,PP_0815,R3,107376.9333,0.00255849,-2.592016341
Q88JI1,Q88JI1_PSEPK,Pp_2668,"ABC efflux transporter, ATP-binding protein",PP_0812_15,R1,460512.4,0.010533865,-1.977412232
Q88JI1,Q88JI1_PSEPK,Pp_2668,"ABC efflux transporter, ATP-binding protein",PP_0812_15,R2,16426.8,0.000402935,-3.394765487
Q88JI1,Q88JI1_PSEPK,Pp_2668,"ABC efflux transporter, ATP-binding protein",PP_0812_15,R3,21729.2,0.000590331,-3.228904428
Q88JI1,Q88JI1_PSEPK,Pp_2668,"ABC efflux transporter, ATP-binding protein",PP_0815,R1,16251.2,0.000394923,-3.403487573
Q88JI1,Q88JI1_PSEPK,Pp_2668,"ABC efflux transporter, ATP-binding protein",PP_0815,R2,17233.33333,0.000432402,-3.364112157
Q88JI1,Q88JI1_PSEPK,Pp_2668,"ABC efflux transporter, ATP-binding protein",PP_0815,R3,18460.53333,0.000439862,-3.356683094
Q88JI3,Q88JI3_PSEPK,Pp_2666,Rhodanese domain-containing protein,PP_0812_15,R1,218582.4,0.004999904,-2.301038371
Q88JI3,Q88JI3_PSEPK,Pp_2666,Rhodanese domain-containing protein,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88JI3,Q88JI3_PSEPK,Pp_2666,Rhodanese domain-containing protein,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88JI3,Q88JI3_PSEPK,Pp_2666,Rhodanese domain-containing protein,PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88JI3,Q88JI3_PSEPK,Pp_2666,Rhodanese domain-containing protein,PP_0815,R2,12925,0.000324302,-3.489050894
Q88JI3,Q88JI3_PSEPK,Pp_2666,Rhodanese domain-containing protein,PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88JI4,Q88JI4_PSEPK,Agmr,Glycerol metabolism activator,PP_0812_15,R1,16589.46667,0.000379471,-3.420821137
Q88JI4,Q88JI4_PSEPK,Agmr,Glycerol metabolism activator,PP_0812_15,R2,16426.8,0.000402935,-3.394765487
Q88JI4,Q88JI4_PSEPK,Agmr,Glycerol metabolism activator,PP_0812_15,R3,21729.2,0.000590331,-3.228904428
Q88JI4,Q88JI4_PSEPK,Agmr,Glycerol metabolism activator,PP_0815,R1,16251.2,0.000394923,-3.403487573
Q88JI4,Q88JI4_PSEPK,Agmr,Glycerol metabolism activator,PP_0815,R2,17233.33333,0.000432402,-3.364112157
Q88JI4,Q88JI4_PSEPK,Agmr,Glycerol metabolism activator,PP_0815,R3,18460.53333,0.000439862,-3.356683094
Q88JI5,Q88JI5_PSEPK,Pp_2664,histidine kinase,PP_0812_15,R1,291856.0667,0.006675982,-2.175484836
Q88JI5,Q88JI5_PSEPK,Pp_2664,histidine kinase,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88JI5,Q88JI5_PSEPK,Pp_2664,histidine kinase,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88JI5,Q88JI5_PSEPK,Pp_2664,histidine kinase,PP_0815,R1,231693.6,0.005630423,-2.249458971
Q88JI5,Q88JI5_PSEPK,Pp_2664,histidine kinase,PP_0815,R2,12925,0.000324302,-3.489050894
Q88JI5,Q88JI5_PSEPK,Pp_2664,histidine kinase,PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88JI6,Q88JI6_PSEPK,Pp_2663,GfdT protein,PP_0812_15,R1,142252.7,0.003253921,-2.487593043
Q88JI6,Q88JI6_PSEPK,Pp_2663,GfdT protein,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88JI6,Q88JI6_PSEPK,Pp_2663,GfdT protein,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88JI6,Q88JI6_PSEPK,Pp_2663,GfdT protein,PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88JI6,Q88JI6_PSEPK,Pp_2663,GfdT protein,PP_0815,R2,12925,0.000324302,-3.489050894
Q88JI6,Q88JI6_PSEPK,Pp_2663,GfdT protein,PP_0815,R3,21001.6,0.000500409,-3.300674955
Q88JI7,Q88JI7_PSEPK,Pp_2662,Porin domain-containing protein,PP_0812_15,R1,109831.4667,0.00251231,-2.599926778
Q88JI7,Q88JI7_PSEPK,Pp_2662,Porin domain-containing protein,PP_0812_15,R2,20533.5,0.000503668,-3.297855474
Q88JI7,Q88JI7_PSEPK,Pp_2662,Porin domain-containing protein,PP_0812_15,R3,32593.8,0.000885496,-3.052813169
Q88JI7,Q88JI7_PSEPK,Pp_2662,Porin domain-containing protein,PP_0815,R1,20314,0.000493654,-3.30657756
Q88JI7,Q88JI7_PSEPK,Pp_2662,Porin domain-containing protein,PP_0815,R2,21541.66667,0.000540503,-3.267202144
Q88JI7,Q88JI7_PSEPK,Pp_2662,Porin domain-containing protein,PP_0815,R3,247811.3333,0.005904645,-2.228806174
Q88JJ3,Q88JJ3_PSEPK,Psts,Phosphate-binding protein PstS,PP_0812_15,R1,179533.4,0.004106688,-2.386508305
Q88JJ3,Q88JJ3_PSEPK,Psts,Phosphate-binding protein PstS,PP_0812_15,R2,232813.4,0.005710702,-2.243310483
Q88JJ3,Q88JJ3_PSEPK,Psts,Phosphate-binding protein PstS,PP_0812_15,R3,393200.9667,0.01068234,-1.971333589
Q88JJ3,Q88JJ3_PSEPK,Psts,Phosphate-binding protein PstS,PP_0815,R1,463655,0.011267354,-1.948178061
Q88JJ3,Q88JJ3_PSEPK,Psts,Phosphate-binding protein PstS,PP_0815,R2,442986,0.011114977,-1.954091445
Q88JJ3,Q88JJ3_PSEPK,Psts,Phosphate-binding protein PstS,PP_0815,R3,312603.4667,0.007448459,-2.127933548
Q88JK1,Q88JK1_PSEPK,Pp_2648,Universal stress protein family,PP_0812_15,R1,2040843.367,0.046682716,-1.330843887
Q88JK1,Q88JK1_PSEPK,Pp_2648,Universal stress protein family,PP_0812_15,R2,1784994.667,0.043784306,-1.358681534
Q88JK1,Q88JK1_PSEPK,Pp_2648,Universal stress protein family,PP_0812_15,R3,1376296.9,0.037390732,-1.427236034
Q88JK1,Q88JK1_PSEPK,Pp_2648,Universal stress protein family,PP_0815,R1,2453222,0.059616139,-1.224636158
Q88JK1,Q88JK1_PSEPK,Pp_2648,Universal stress protein family,PP_0815,R2,2256154,0.056609236,-1.247112705
Q88JK1,Q88JK1_PSEPK,Pp_2648,Universal stress protein family,PP_0815,R3,3024795.333,0.072072346,-1.142231344
Q88JV2,Q88JV2_PSEPK,Tam,Trans-aconitate methyltransferase,PP_0812_15,R1,368313.3667,0.008424884,-2.074436081
Q88JV2,Q88JV2_PSEPK,Tam,Trans-aconitate methyltransferase,PP_0812_15,R2,1163905.667,0.028549554,-1.544400674
Q88JV2,Q88JV2_PSEPK,Tam,Trans-aconitate methyltransferase,PP_0812_15,R3,177837.9333,0.004831436,-2.315923763
Q88JV2,Q88JV2_PSEPK,Tam,Trans-aconitate methyltransferase,PP_0815,R1,784842.6667,0.019072587,-1.719590404
Q88JV2,Q88JV2_PSEPK,Tam,Trans-aconitate methyltransferase,PP_0815,R2,761746.3333,0.019113003,-1.718671073
Q88JV2,Q88JV2_PSEPK,Tam,Trans-aconitate methyltransferase,PP_0815,R3,885877,0.021107952,-1.675553912
Q88JW1,Q88JW1_PSEPK,Pp_2536,Glutathione S-transferase family protein,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88JW1,Q88JW1_PSEPK,Pp_2536,Glutathione S-transferase family protein,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88JW1,Q88JW1_PSEPK,Pp_2536,Glutathione S-transferase family protein,PP_0812_15,R3,49428.93333,0.001342867,-2.871966927
Q88JW1,Q88JW1_PSEPK,Pp_2536,Glutathione S-transferase family protein,PP_0815,R1,315487.8,0.007666719,-2.115390439
Q88JW1,Q88JW1_PSEPK,Pp_2536,Glutathione S-transferase family protein,PP_0815,R2,409114,0.010265093,-1.988637104
Q88JW1,Q88JW1_PSEPK,Pp_2536,Glutathione S-transferase family protein,PP_0815,R3,447606.4667,0.0106652,-1.972030986
Q88JW4,Q88JW4_PSEPK,Pp_2533,D-isomer specific 2-hydroxyacid dehydrogenase family protein,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88JW4,Q88JW4_PSEPK,Pp_2533,D-isomer specific 2-hydroxyacid dehydrogenase family protein,PP_0812_15,R2,40832.3,0.001001579,-2.999314613
Q88JW4,Q88JW4_PSEPK,Pp_2533,D-isomer specific 2-hydroxyacid dehydrogenase family protein,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88JW4,Q88JW4_PSEPK,Pp_2533,D-isomer specific 2-hydroxyacid dehydrogenase family protein,PP_0815,R1,186544.1333,0.004533239,-2.343591413
Q88JW4,Q88JW4_PSEPK,Pp_2533,D-isomer specific 2-hydroxyacid dehydrogenase family protein,PP_0815,R2,149537.0333,0.003752039,-2.425732685
Q88JW4,Q88JW4_PSEPK,Pp_2533,D-isomer specific 2-hydroxyacid dehydrogenase family protein,PP_0815,R3,179750.3333,0.004282944,-2.368257633
Q88JW9,Q88JW9_PSEPK,Pp_2528,O-acetylhomoserine (Thiol)-lyase,PP_0812_15,R1,2933840.7,0.06710934,-1.173217032
Q88JW9,Q88JW9_PSEPK,Pp_2528,O-acetylhomoserine (Thiol)-lyase,PP_0812_15,R2,3682502.733,0.090328463,-1.044175379
Q88JW9,Q88JW9_PSEPK,Pp_2528,O-acetylhomoserine (Thiol)-lyase,PP_0812_15,R3,2695269.633,0.073224102,-1.135345947
Q88JW9,Q88JW9_PSEPK,Pp_2528,O-acetylhomoserine (Thiol)-lyase,PP_0815,R1,3882539.667,0.094350215,-1.025257107
Q88JW9,Q88JW9_PSEPK,Pp_2528,O-acetylhomoserine (Thiol)-lyase,PP_0815,R2,4005165.333,0.100493738,-0.997860997
Q88JW9,Q88JW9_PSEPK,Pp_2528,O-acetylhomoserine (Thiol)-lyase,PP_0815,R3,3966163.133,0.094502486,-1.024556765
Q88K05,Q88K05_PSEPK,Sad-i,NAD+-dependent succinate semialdehyde dehydrogenase,PP_0812_15,R1,303157.3667,0.006934491,-2.158985435
Q88K05,Q88K05_PSEPK,Sad-i,NAD+-dependent succinate semialdehyde dehydrogenase,PP_0812_15,R2,106426.4,0.002610543,-2.583269085
Q88K05,Q88K05_PSEPK,Sad-i,NAD+-dependent succinate semialdehyde dehydrogenase,PP_0812_15,R3,90964.93333,0.002471302,-2.60707416
Q88K05,Q88K05_PSEPK,Sad-i,NAD+-dependent succinate semialdehyde dehydrogenase,PP_0815,R1,854992,0.020777297,-1.682410957
Q88K05,Q88K05_PSEPK,Sad-i,NAD+-dependent succinate semialdehyde dehydrogenase,PP_0815,R2,818336.3333,0.020532905,-1.687549612
Q88K05,Q88K05_PSEPK,Sad-i,NAD+-dependent succinate semialdehyde dehydrogenase,PP_0815,R3,684763.6667,0.016315988,-1.787386629
Q88K07,Q88K07_PSEPK,Pp_2486,"NADH-dependent flavin oxidoreductase, Oye family",PP_0812_15,R1,68454.06667,0.001565834,-2.805254308
Q88K07,Q88K07_PSEPK,Pp_2486,"NADH-dependent flavin oxidoreductase, Oye family",PP_0812_15,R2,63539.06667,0.001558556,-2.807277625
Q88K07,Q88K07_PSEPK,Pp_2486,"NADH-dependent flavin oxidoreductase, Oye family",PP_0812_15,R3,76105.6,0.002067609,-2.684531551
Q88K07,Q88K07_PSEPK,Pp_2486,"NADH-dependent flavin oxidoreductase, Oye family",PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88K07,Q88K07_PSEPK,Pp_2486,"NADH-dependent flavin oxidoreductase, Oye family",PP_0815,R2,12925,0.000324302,-3.489050894
Q88K07,Q88K07_PSEPK,Pp_2486,"NADH-dependent flavin oxidoreductase, Oye family",PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88K17,Q88K17_PSEPK,Cura,NADPH-dependent curcumin/dihydrocurcumin reductase,PP_0812_15,R1,304514.0333,0.006965523,-2.15704625
Q88K17,Q88K17_PSEPK,Cura,NADPH-dependent curcumin/dihydrocurcumin reductase,PP_0812_15,R2,468379.3667,0.011488922,-1.939720702
Q88K17,Q88K17_PSEPK,Cura,NADPH-dependent curcumin/dihydrocurcumin reductase,PP_0812_15,R3,146704.9333,0.003985626,-2.399503447
Q88K17,Q88K17_PSEPK,Cura,NADPH-dependent curcumin/dihydrocurcumin reductase,PP_0815,R1,266878.4667,0.006485456,-2.188059475
Q88K17,Q88K17_PSEPK,Cura,NADPH-dependent curcumin/dihydrocurcumin reductase,PP_0815,R2,213752.3333,0.005363267,-2.270570582
Q88K17,Q88K17_PSEPK,Cura,NADPH-dependent curcumin/dihydrocurcumin reductase,PP_0815,R3,212173.9667,0.005055507,-2.296235242
Q88K19,Q88K19_PSEPK,Pp_2474,Glutathione S-transferase family protein,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88K19,Q88K19_PSEPK,Pp_2474,Glutathione S-transferase family protein,PP_0812_15,R2,279922.7333,0.006866252,-2.163280286
Q88K19,Q88K19_PSEPK,Pp_2474,Glutathione S-transferase family protein,PP_0812_15,R3,824197.9333,0.022391509,-1.649916644
Q88K19,Q88K19_PSEPK,Pp_2474,Glutathione S-transferase family protein,PP_0815,R1,113105.2667,0.002748589,-2.560890181
Q88K19,Q88K19_PSEPK,Pp_2474,Glutathione S-transferase family protein,PP_0815,R2,164809.3333,0.004135237,-2.383499643
Q88K19,Q88K19_PSEPK,Pp_2474,Glutathione S-transferase family protein,PP_0815,R3,287639.8,0.006853646,-2.16407836
Q88K22,SYFB_PSEPK,Phet,Phenylalanine--tRNA ligase beta subunit,PP_0812_15,R1,2710000,0.061989157,-1.20768427
Q88K22,SYFB_PSEPK,Phet,Phenylalanine--tRNA ligase beta subunit,PP_0812_15,R2,3443333.333,0.084461854,-1.07333939
Q88K22,SYFB_PSEPK,Phet,Phenylalanine--tRNA ligase beta subunit,PP_0812_15,R3,3146456,0.085481768,-1.068126502
Q88K22,SYFB_PSEPK,Phet,Phenylalanine--tRNA ligase beta subunit,PP_0815,R1,3413333.333,0.082947957,-1.081194307
Q88K22,SYFB_PSEPK,Phet,Phenylalanine--tRNA ligase beta subunit,PP_0815,R2,3423333.333,0.085894972,-1.066032257
Q88K22,SYFB_PSEPK,Phet,Phenylalanine--tRNA ligase beta subunit,PP_0815,R3,3164283.333,0.075395951,-1.122651974
Q88K23,SYFA_PSEPK,Phes,Phenylalanine--tRNA ligase alpha subunit,PP_0812_15,R1,1224147.367,0.028001426,-1.552819858
Q88K23,SYFA_PSEPK,Phes,Phenylalanine--tRNA ligase alpha subunit,PP_0812_15,R2,1823333.333,0.044724718,-1.349452385
Q88K23,SYFA_PSEPK,Phes,Phenylalanine--tRNA ligase alpha subunit,PP_0812_15,R3,1285432.3,0.034922156,-1.456898957
Q88K23,SYFA_PSEPK,Phes,Phenylalanine--tRNA ligase alpha subunit,PP_0815,R1,1523333.333,0.037018766,-1.431578063
Q88K23,SYFA_PSEPK,Phes,Phenylalanine--tRNA ligase alpha subunit,PP_0815,R2,1265618.333,0.031755672,-1.498178689
Q88K23,SYFA_PSEPK,Phes,Phenylalanine--tRNA ligase alpha subunit,PP_0815,R3,1696666.667,0.040426784,-1.39333081
Q88K24,RL20_PSEPK,Rplt,Large ribosomal subunit protein bL20,PP_0812_15,R1,16533333.33,0.37818723,-0.422293139
Q88K24,RL20_PSEPK,Rplt,Large ribosomal subunit protein bL20,PP_0812_15,R2,11530000,0.282820477,-0.548489149
Q88K24,RL20_PSEPK,Rplt,Large ribosomal subunit protein bL20,PP_0812_15,R3,12870000,0.349647463,-0.456369619
Q88K24,RL20_PSEPK,Rplt,Large ribosomal subunit protein bL20,PP_0815,R1,11886666.67,0.28885978,-0.539312924
Q88K24,RL20_PSEPK,Rplt,Large ribosomal subunit protein bL20,PP_0815,R2,12783333.33,0.320747048,-0.493837332
Q88K24,RL20_PSEPK,Rplt,Large ribosomal subunit protein bL20,PP_0815,R3,11156666.67,0.265831915,-0.57539288
Q88K26,IF3_PSEPK,Infc,Translation initiation factor IF-3,PP_0812_15,R1,9119763,0.208607535,-0.680670009
Q88K26,IF3_PSEPK,Infc,Translation initiation factor IF-3,PP_0812_15,R2,7827408.667,0.191999259,-0.716700448
Q88K26,IF3_PSEPK,Infc,Translation initiation factor IF-3,PP_0812_15,R3,7558624.667,0.205349956,-0.687505385
Q88K26,IF3_PSEPK,Infc,Translation initiation factor IF-3,PP_0815,R1,7137665.667,0.17345355,-0.760816807
Q88K26,IF3_PSEPK,Infc,Translation initiation factor IF-3,PP_0815,R2,6298498.333,0.158035834,-0.801244427
Q88K26,IF3_PSEPK,Infc,Translation initiation factor IF-3,PP_0815,R3,7673263.333,0.182832234,-0.737947235
Q88K27,SYT_PSEPK,Thrs,Threonine--tRNA ligase,PP_0812_15,R1,3980814.033,0.091058046,-1.040681671
Q88K27,SYT_PSEPK,Thrs,Threonine--tRNA ligase,PP_0812_15,R2,4767440.033,0.116940994,-0.932033218
Q88K27,SYT_PSEPK,Thrs,Threonine--tRNA ligase,PP_0812_15,R3,4047531.267,0.109961852,-0.958757953
Q88K27,SYT_PSEPK,Thrs,Threonine--tRNA ligase,PP_0815,R1,4840729.467,0.117635338,-0.929462197
Q88K27,SYT_PSEPK,Thrs,Threonine--tRNA ligase,PP_0815,R2,4770975,0.119708695,-0.921874305
Q88K27,SYT_PSEPK,Thrs,Threonine--tRNA ligase,PP_0815,R3,4710499.433,0.112237922,-0.949860382
Q88K29,Q88K29_PSEPK,Cspa-ii,Nucleic acid cold-shock chaperone,PP_0812_15,R1,7096666.667,0.162330769,-0.789599154
Q88K29,Q88K29_PSEPK,Cspa-ii,Nucleic acid cold-shock chaperone,PP_0812_15,R2,6320000,0.155023887,-0.809601378
Q88K29,Q88K29_PSEPK,Cspa-ii,Nucleic acid cold-shock chaperone,PP_0812_15,R3,7186666.667,0.195244737,-0.709420664
Q88K29,Q88K29_PSEPK,Cspa-ii,Nucleic acid cold-shock chaperone,PP_0815,R1,13356666.67,0.324582484,-0.488674921
Q88K29,Q88K29_PSEPK,Cspa-ii,Nucleic acid cold-shock chaperone,PP_0815,R2,12200000,0.306110611,-0.514121615
Q88K29,Q88K29_PSEPK,Cspa-ii,Nucleic acid cold-shock chaperone,PP_0815,R3,14080000,0.335486707,-0.474324683
Q88K35,Q88K35_PSEPK,Rbsr,DNA-binding transcriptional repressor,PP_0812_15,R1,74104.06667,0.001695073,-2.770811519
Q88K35,Q88K35_PSEPK,Rbsr,DNA-binding transcriptional repressor,PP_0812_15,R2,414880.0667,0.010176633,-1.992395887
Q88K35,Q88K35_PSEPK,Rbsr,DNA-binding transcriptional repressor,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88K35,Q88K35_PSEPK,Rbsr,DNA-binding transcriptional repressor,PP_0815,R1,88470.86667,0.002149945,-2.667572727
Q88K35,Q88K35_PSEPK,Rbsr,DNA-binding transcriptional repressor,PP_0815,R2,12925,0.000324302,-3.489050894
Q88K35,Q88K35_PSEPK,Rbsr,DNA-binding transcriptional repressor,PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88K38,Q88K38_PSEPK,Rbsb,"Ribose ABC transporter, periplasmic ribose-binding subunit",PP_0812_15,R1,534961.4,0.012236829,-1.912331114
Q88K38,Q88K38_PSEPK,Rbsb,"Ribose ABC transporter, periplasmic ribose-binding subunit",PP_0812_15,R2,926721,0.022731628,-1.643369452
Q88K38,Q88K38_PSEPK,Rbsb,"Ribose ABC transporter, periplasmic ribose-binding subunit",PP_0812_15,R3,552242.3,0.015003117,-1.823818496
Q88K38,Q88K38_PSEPK,Rbsb,"Ribose ABC transporter, periplasmic ribose-binding subunit",PP_0815,R1,239375.2667,0.005817096,-2.235293733
Q88K38,Q88K38_PSEPK,Rbsb,"Ribose ABC transporter, periplasmic ribose-binding subunit",PP_0815,R2,329673.3333,0.008271845,-2.082397626
Q88K38,Q88K38_PSEPK,Rbsb,"Ribose ABC transporter, periplasmic ribose-binding subunit",PP_0815,R3,584515.6667,0.013927361,-1.856131182
Q88K39,ASPQ_PSEPK,Ansb,Glutaminase-asparaginase,PP_0812_15,R1,7039204.333,0.161016362,-0.793129989
Q88K39,ASPQ_PSEPK,Ansb,Glutaminase-asparaginase,PP_0812_15,R2,11423472.33,0.28020745,-0.552520322
Q88K39,ASPQ_PSEPK,Ansb,Glutaminase-asparaginase,PP_0812_15,R3,8774382.667,0.238379226,-0.622731595
Q88K39,ASPQ_PSEPK,Ansb,Glutaminase-asparaginase,PP_0815,R1,14515040.67,0.352732315,-0.452554752
Q88K39,ASPQ_PSEPK,Ansb,Glutaminase-asparaginase,PP_0815,R2,10540741,0.264478088,-0.577610303
Q88K39,ASPQ_PSEPK,Ansb,Glutaminase-asparaginase,PP_0815,R3,15793333.33,0.37631061,-0.424453536
Q88K43,Q88K43_PSEPK,Pp_2449,SPOR domain-containing protein,PP_0812_15,R1,551849.4,0.012623129,-1.898832986
Q88K43,Q88K43_PSEPK,Pp_2449,SPOR domain-containing protein,PP_0812_15,R2,666171.7333,0.01634059,-1.786732256
Q88K43,Q88K43_PSEPK,Pp_2449,SPOR domain-containing protein,PP_0812_15,R3,838099.6333,0.022769185,-1.642652515
Q88K43,Q88K43_PSEPK,Pp_2449,SPOR domain-containing protein,PP_0815,R1,647291,0.015729922,-1.80327344
Q88K43,Q88K43_PSEPK,Pp_2449,SPOR domain-containing protein,PP_0815,R2,587321.6667,0.014736508,-1.831605423
Q88K43,Q88K43_PSEPK,Pp_2449,SPOR domain-containing protein,PP_0815,R3,642029.3333,0.015297749,-1.815372467
