orgId	locusId	sysName	geneName	desc	set8IT058 Adaptation in M9 media timecourse 1; day 2	set8IT059 Adaptation in M9 media timecourse 1; day 3	set8IT060 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT062 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT064 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT070 Adaptation in M9 media timecourse 2; day 3	set8IT073 48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.	set8IT080 Adaptation in M9 media timecourse 3; day 2	set8IT081 Adaptation in M9 media timecourse 3; day 3	"set8IT082 24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT084 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT085 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO."	set8IT089 Adaptation in M9 media timecourse 4; day 2	set8IT090 Adaptation in M9 media timecourse 4; day 3	set8IT092 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT093 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT094 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT095 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT096 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set9IT020 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT022 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT025 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay
Putida	PP_2890	PP_2890		exodeoxyribonuclease III / apurinic/apyrimidinic endodeoxyribonuclease VI	-0.173	-0.192	-0.307	0.122	0.088	0.097	0.029	0.173	0.107	0.121	0.213	-0.083	-0.132	0.015	-0.044	-0.006	0.038	0.102	0.045	-0.057	0.206	-0.08
Putida	PP_2891	PP_2891		"Acetyltransferase, GNAT family"	-0.093	0.095	-0.047	0.107	0.148	-0.249	-0.126	-0.118	0.119	0.154	-0.13	-0.134	-0.102	-0.04	-0.199	-0.243	-0.138	-0.291	-0.051	0.085	0.127	-0.094
Putida	PP_2892	PP_2892		conserved exported protein of unknown function	0.061	0.015	-0.126	-0.187	0.007	0.025	-0.286	0.044	0.095	-0.062	-0.155	-0.19	-0.011	0.011	-0.137	-0.3	-0.082	-0.104	-0.187	0.141	-0.014	-0.1
Putida	PP_2893	PP_2893		conserved exported protein of unknown function	-0.001	0.029	-0.285	-0.208	-0.272	0.097	-0.326	-0.147	-0.07	-0.331	-0.273	-0.343	-0.127	-0.082	-0.219	-0.204	-0.113	-0.231	-0.22	-0.13	-0.013	-0.263
Putida	PP_2894	PP_2894		conserved protein of unknown function	0.205	-0.008	-0.125	-0.417	0.097	-0.128	-0.214	0.408	0.072	0.227	0.099	0.098	0.126	0.279	0.421	0.154	0.414	-0.158	-0.282	0.101	0.25	0.036
Putida	PP_2895	PP_2895		conserved protein of unknown function	-0.079	-0.313	-0.185	0.282	-0.147	-0.001	0.143	-0.021	0.054	0.12	-0.392	-0.129	-0.166	-0.086	0.371	-0.046	0.221	0.13	0.04	-0.113	0.161	0.126
Putida	PP_2896	PP_2896		conserved protein of unknown function	-0.38	-0.213	0.061	0.138	0.148	-0.001	-0.1	-0.186	0.186	-0.285	0.263	0.056	-0.121	-0.258	-0.176	-0.118	0.203	0.009	-0.048	0.078	-0.035	-0.791
Putida	PP_2898	PP_2898		conserved exported protein of unknown function	-0.149	-0.01	-0.535	-0.577	0.045	0.103	-0.216	0.478	0.64	-0.147	0.354	0.356	-0.115	-0.106	-0.321	0.207	0.267	-0.663	-0.275	-0.122	-0.518	0.879
Putida	PP_2899	PP_2899		conserved exported protein of unknown function	-0.219	-0.568	0.118	0.997	0.838	0.134	0.981	-0.235	-0.007	-0.592	0.602	1.016	0.715	0.13	0.018	1.028	0.868	0.334	0.886	-0.994	-0.513	-0.455
Putida	PP_2900	PP_2900		conserved protein of unknown function	-0.17	0.313	-0.712	-0.061	0.647	0.445	0.304	0.5	0.753	0.482	0.962	0.182	-0.493	0.297	0.145	-0.573	-0.197	-0.318	-0.018	0.688	-0.351	-0.093
Putida	PP_2901	PP_2901		Acyl-homoserine lactone acylase	0.055	0.198	0.027	0.058	-0.034	-0.081	-0.007	0.138	-0.079	0.194	0.073	0.086	-0.059	-0.042	0.015	0.21	0.027	0.038	0.152	-0.121	-0.153	0.139
Putida	PP_2903	PP_2903		peptidyl-prolyl cis-trans isomerase B (rotamase B)	-0.317	-0.22	-0.736	-0.503	-1.122	0.409	0.465	0.287	0.001	0.128	0.819	-2.941	-0.201	-0.102	0.898	0.635	0.247	0.07	-0.272	0.303	0.217	-0.671
Putida	PP_2906	PP_2906		Sensor histidine kinase	-0.005	-0.25	-0.162	0.3	-0.24	0.071	0.225	-0.017	0.072	0.004	-0.115	-0.125	-0.13	0.118	0.084	0.252	0.17	0.196	-0.016	0.242	0.323	0.106
Putida	PP_2907	PP_2907		DNA-binding response regulator	-0.24	-0.608	-0.022	-0.395	-1.005	0.234	0.242	-0.871	-0.3	0.497	-0.061	0.084	-0.051	-0.288	0.574	0.014	0.067	-0.143	0.16	1.22	0.729	0.753
Putida	PP_2908	PP_2908		DNA-binding transcriptional repressor	0.064	-0.64	-0.321	-0.691	0.011	0.616	0.241	-0.155	-0.786	-1.352	-0.003	-0.584	0.001	-0.501	-0.151	-0.255	0.1	-0.326	0.104	-0.156	-0.267	0.216
Putida	PP_2909	PP_2909		carbon starvation induced protein	0.039	-0.056	0.041	0.146	0.115	-0.068	0.272	-0.093	0.049	-0.432	-0.204	-0.224	-0.163	-0.159	-0.124	-0.072	0.289	-0.206	0.099	0.113	0.005	0.305
Putida	PP_2910	PP_2910		L-2-hydroxyglutarate oxidase	-0.002	0.023	-0.1	0.096	-0.196	0.169	0.003	-0.171	-0.062	-0.187	-0.08	-0.045	0.148	-0.147	-0.102	0.08	0.041	0.145	0.252	-0.216	-0.255	-0.287
Putida	PP_2911	PP_2911		gamma-aminobutyrate permease	-0.084	-0.022	-0.192	0.075	-0.202	-0.076	-0.256	0.171	-0.043	0.222	0.023	0.051	-0.058	0.045	-0.043	-0.104	-0.014	0.047	-0.04	0.237	0.223	0.097
Putida	PP_2912	PP_2912		conserved protein of unknown function	-0.05	-0.052	0.296	-0.153	-0.189	0.1	0.28	0.065	-0.27	0.087	0.104	-0.001	-0.103	0.107	-0.358	-0.06	-0.059	0.253	-0.049	-0.061	0.128	0.008
Putida	PP_2914	PP_2914		osmosensory proline/betaine/H+ permease	-0.044	0.269	0.189	-0.138	-0.361	0.025	0.011	-0.021	-0.047	-0.118	-0.022	0.183	0.014	0.096	-0.094	0.066	0.198	-0.009	0.207	0.028	0.075	0.035
Putida	PP_2916	PP_2916		riboflavin synthase	0.137	0.26	0.582	0.271	-0.22	-0.128	-0.086	0.19	0.411	0.041	-0.014	-0.047	0.178	0.388	0.256	-0.067	0.269	-0.075	0.329	0.152	-0.11	0.227
Putida	PP_2918	PP_2918		trehalose synthase A	0.021	0.024	-0.186	-0.065	-0.191	0.116	-0.028	-0.054	-0.118	-0.075	-0.124	-0.074	-0.076	-0.079	0.117	-0.189	0.031	-0.004	-0.123	0.154	0.265	0.181
Putida	PP_2919	PP_2919		"Transcriptional regulator, LysR family"	-0.329	-0.221	-0.346	0.27	-0.178	-0.105	-0.108	0.01	-0.102	-0.086	0.035	0.073	-0.057	-0.2	-0.019	0.165	0.281	-0.01	-0.262	0.294	-0.057	0.036
Putida	PP_2920	PP_2920		putative nitrogen-containing compound degradation enzyme	-0.294	-0.02	0.065	-0.132	-0.293	-0.069	-0.126	0.131	0.289	0.11	0.257	-0.259	0.076	0.017	-0.189	-0.004	0.066	0.297	-0.169	-0.285	-0.223	-0.185
Putida	PP_2921	PP_2921		conserved protein of unknown function	0.217	0.18	0.154	0.38	-0.056	0.028	-0.249	0.192	0.14	0.14	-0.046	-0.261	-0.226	-0.161	-0.144	-0.251	-0.082	0.016	-0.031	0.04	-0.044	0.326
Putida	PP_2922	PP_2922		Urea amidolyase-related protein	-0.083	0.038	-0.134	-0.436	0.683	-0.339	-0.648	0.159	-0.448	-0.35	-0.121	-0.241	0.104	0.153	0.453	0.069	0.129	0.195	-0.117	0.019	-0.019	0.608
Putida	PP_2923	PP_2923		conserved protein of unknown function	-0.153	-0.523	0.074	0.435	-0.455	-0.069	0.164	-0.224	-0.427	-0.418	-0.24	-0.073	0.583	0.019	0.07	-0.084	0.027	0.024	-0.129	-0.493	0.108	0.161
Putida	PP_2924	PP_2924		conserved protein of unknown function	-0.097	0.088	0.125	-0.068	-0.175	0.041	-0.124	0	0.077	-0.099	-0.004	0.086	0.024	0.158	0.137	-0.014	0.039	-0.041	-0.046	-0.214	-0.111	-0.017
Putida	PP_2925	PP_2925		malate:quinone oxidoreductase	-0.036	0.167	-0.127	-0.102	0.31	0.064	-0.108	0.143	-0.027	-0.238	0.14	0.12	-0.117	0.17	-0.056	0.178	0.177	-0.012	-0.118	-0.229	-0.294	-0.151
Putida	PP_2926	PP_2926		UDP-glucose 6-dehydrogenase	-0.113	-0.036	0.127	0.013	0.004	0.122	0.113	-0.02	0.043	-0.072	-0.257	-0.298	-0.072	-0.146	0.05	-0.207	-0.256	0.034	-0.182	-0.116	-0.184	0.004
Putida	PP_2927	PP_2927		conserved protein of unknown function	0.074	0.337	-0.018	0.124	-0.079	0.016	0.043	0.393	-0.067	-0.098	0.003	-0.057	0.182	0.212	0.294	0.354	0.408	0.444	0.146	0.192	0.087	0.054
Putida	PP_2928	PP_2928		Saccharopine dehydrogenase	-0.352	-0.376	-0.259	-0.856	-0.529	-0.607	-0.655	-0.081	-0.442	-0.532	-0.656	-0.4	-0.548	-1.058	-1.262	-1.215	-1.006	-0.392	-0.724	0	0.025	0.476
Putida	PP_2929	PP_2929		Carboxynorspermidine/carboxyspermidine decarboxylase	-0.132	-0.267	-0.344	0.003	-0.557	-0.055	0.308	-0.131	-0.258	-0.348	-0.499	-0.007	-0.461	-0.56	-1.065	-0.39	-0.264	-0.236	-0.326	0.628	-0.057	0.85
Putida	PP_2930	PP_2930		putative L-serine dehydratase	-0.251	0.106	-0.306	-0.08	-0.194	0.204	0.64	-0.003	0.292	0.241	-0.115	0.315	-0.039	0.314	0.098	0.286	0.233	0.252	0.069	-0.151	0.111	0.086
Putida	PP_2931	PP_2931		conserved protein of unknown function	0.364	0.142	-0.124	-0.019	-0.374	0.044	0.815	0.175	0.171	0.656	-0.309	-0.783	-0.013	0.296	0.095	-0.416	0.439	-0.404	-0.488	-0.109	0.012	-0.073
Putida	PP_2932	PP_2932		Amidase family protein	0.014	-0.337	-0.517	-0.253	-0.302	-0.4	-0.157	0	-0.229	-0.396	-0.243	-0.218	-0.033	-0.12	-0.01	-0.054	-0.035	-0.065	-0.027	-0.435	-0.1	-0.447
Putida	PP_2933	PP_2933		GSH-dependent disulfide bond oxidoreductase	0.111	0.082	-0.013	0.03	0.169	0.069	-0.055	-0.06	-0.033	0.242	-0.001	0.163	0.055	0.11	0.061	-0.216	0.113	0.055	0.038	0.104	-0.005	-0.04
Putida	PP_2934	PP_2934		conserved exported protein of unknown function	-0.145	-0.015	0.041	0.129	-0.328	-0.23	-0.241	-0.088	-0.196	0.012	-0.124	-0.113	0.048	0.111	0.121	-0.049	0.014	0.157	-0.013	0.165	0.127	0.158
Putida	PP_2935	PP_2935		conserved membrane protein of unknown function	-0.231	0.104	-0.036	-0.237	0.153	0.019	0.214	-0.175	0.038	0.141	0.205	-0.009	0.065	-0.147	-0.131	0.155	0.396	-0.074	0.149	0.494	0.067	0.441
Putida	PP_2936	PP_2936		putative ATP-binding component of a transport system	-0.097	-0.229	0.038	-0.003	0.211	0	-0.017	0.146	0.067	-0.193	-0.141	0.078	0.149	0.124	0.19	-0.261	0.178	-0.037	0.062	-0.161	0.174	-0.018
Putida	PP_2937	PP_2937		putative Integrase	0.032	0.037	-0.745	-0.468	-0.046	0.134	0.437	0.19	0.146	0.354	0.046	0.277	-0.07	0.132	-0.259	0.093	0.256	-0.093	-0.287	-0.066	-0.061	-0.25
Putida	PP_2938	PP_2938		conserved protein of unknown function	0.23	-0.012	0.113	0.159	0.342	-0.031	0.16	-0.036	-0.147	0.201	0.088	0.066	-0.089	-0.087	0.147	0.04	-0.099	-0.07	0.33	0.06	0.188	-0.017
Putida	PP_2939	PP_2939		toxin of the YefM-YoeB antitoxin/toxin complex and DNA-binding transcriptional repressor	-0.381	0.24	-0.598	-0.142	0.181	0.211	-0.286	0.209	-0.06	-0.011	-0.013	0.214	0.175	-0.147	-0.087	-0.189	-0.162	-0.293	0.323	-0.144	0.243	0.22
Putida	PP_2941	PP_2941		conserved protein of unknown function	-0.01	0.133	-0.311	0.034	-0.329	-0.063	0.134	-0.004	-0.072	0.25	0.288	0.009	0.049	0.107	-0.232	-0.017	-0.115	0.062	-0.286	-0.081	0.011	0.124
Putida	PP_2942	PP_2942		Response regulator	-0.134	-0.103	-0.158	0.137	-0.082	-0.112	0.018	0.026	0.113	0.054	-0.116	0.092	-0.061	-0.043	-0.174	-0.039	-0.036	0.051	-0.05	0.076	0.085	0.313
Putida	PP_2943	PP_2943		putative Cytochrome c551 peroxidase	0.181	0.112	0.31	0.237	-0.124	-0.015	-0.227	-0.119	-0.232	-0.32	0.033	0.009	-0.321	-0.072	0.026	-0.169	-0.042	-0.236	-0.063	0.584	0.148	0.682
Putida	PP_2944	PP_2944		Sensor histidine kinase	0.135	0.107	0.054	0.225	-0.044	0.138	-0.009	0.027	0.106	0.095	0.027	0.026	0	0.074	0.024	0.077	0.131	-0.067	0.174	0.147	0.069	0.097
Putida	PP_2945	PP_2945		putative sensor histidine kinase/response regulator	-0.007	0.127	-0.01	-0.256	0.105	0.152	0.001	-0.031	-0.083	-0.186	-0.268	-0.08	-0.217	-0.07	0.344	0.121	0.099	0.129	0.191	0.072	0.205	0.223
Putida	PP_2946	PP_2946		"peptidyl-tRNA hydrolase, ribosome rescue factor"	-0.07	-0.094	0.215	0.158	0.033	0.057	0.399	0.123	0.235	0.178	0.163	0.252	-0.24	-0.023	-0.43	-0.226	-0.299	0.29	-0.372	0.131	-0.005	-0.155
Putida	PP_2947	PP_2947		"putative Transcriptional regulator MvaT, P16 subunit"	0.152	-0.265	-0.231	0.179	0.066	-0.261	-0.047	-0.066	-0.303	-0.197	0.224	-0.122	-0.455	-0.069	-0.591	-0.278	-0.266	-0.425	-0.08	-0.667	-0.227	-0.277
Putida	PP_2948	PP_2948		"Transcriptional regulator, GntR family"	-0.023	0.046	0.177	-0.094	0.162	-0.178	-0.03	0.047	-0.039	0.009	0.008	-0.012	-0.012	-0.008	-0.078	-0.139	0.044	-0.049	0.054	-0.016	0.11	0.19
Putida	PP_2949	PP_2949		putative permease	-0.01	0.282	-0.184	0.089	-0.029	0.012	-0.465	-0.081	-0.315	-0.499	-0.339	-0.452	-0.109	0.092	0.009	-0.109	-0.252	-0.095	0.113	-0.272	0.138	-0.343
Putida	PP_2950	PP_2950		conserved protein of unknown function	-0.103	-0.18	-0.131	-0.433	0.079	-0.052	0.443	-0.094	-0.316	-0.099	0.141	-0.663	-0.428	-0.223	-0.278	-0.957	-0.766	-0.45	-0.206	-0.778	-0.022	-0.329
Putida	PP_2951	PP_2951		"Transcriptional regulator, TetR family"	-0.088	-0.152	-0.553	0.095	0.085	-0.209	0.124	-0.106	0.201	0.103	0.122	0.108	0.12	-0.185	-0.075	-0.206	0.259	-0.318	0.111	-0.012	-0.237	-0.168
Putida	PP_2952	PP_2952		"Transcriptional regulator, LysR family"	0.056	0.094	0.162	0.191	0.095	-0.104	-0.11	0.091	0.149	-0.085	0.036	-0.124	-0.185	-0.226	-0.278	-0.364	-0.239	-0.186	-0.161	-0.159	-0.233	-0.186
Putida	PP_2953	PP_2953		"Alcohol dehydrogenase, zinc-containing"	-0.134	-0.374	-0.117	0.12	0.112	0.205	0.085	-0.058	-0.044	0.016	0.147	0.319	-0.09	-0.11	0.185	0.127	-0.064	-0.437	-0.118	-0.229	-0.113	-0.058
Putida	PP_2954	PP_2954		conserved protein of unknown function	0.154	0.248	-0.371	0.031	0.016	-0.053	0.304	-0.178	-0.017	-0.068	0.204	-0.115	0.043	-0.011	0.053	0.083	-0.402	-0.093	-0.508	0.168	-0.181	0.073
Putida	PP_2955	PP_2955		"Magnesium/cobalt transporter, CorA family"	-0.001	-0.111	-0.019	-0.196	-0.116	0.077	0.066	-0.198	-0.192	-0.272	0.101	-0.021	-0.125	-0.05	-0.134	-0.015	-0.11	0.044	0.262	-0.043	0.356	-0.02
Putida	PP_2956	PP_2956		Ribosomal protein S6 modification protein-related protein	0.093	-0.101	0.197	-0.089	-0.135	-0.076	0.057	0.089	-0.031	-0.054	-0.047	-0.071	-0.076	0.081	0.079	0.05	0.032	0.075	-0.019	0.089	0.058	0.108
Putida	PP_2957	PP_2957		"Acetyltransferase, GNAT family"	-0.133	-0.104	-0.051	0.075	-0.279	0.004	0.143	0.024	-0.085	-0.204	-0.068	0.15	0.051	0.144	-0.037	-0.017	0.023	-0.06	0.174	-0.111	-0.138	-0.286
Putida	PP_2958	PP_2958		Glutaredoxin	0.03	-0.207	-0.162	0.035	-0.176	0.313	0.21	-0.048	-0.187	0.189	0.102	-0.043	-0.449	-0.442	-0.585	-0.655	-0.057	-0.7	-0.568	-0.203	0.432	0.394
Putida	PP_2959	PP_2959		Alkylhydroperoxidase AhpD domain protein	0.288	-0.061	0.084	-0.098	-0.373	-0.35	-0.223	0.265	-0.312	0.115	-0.259	0.421	0.151	0.182	0.472	0.332	-0.246	0.098	0.403	-0.032	-0.132	0.1
Putida	PP_2960	PP_2960		"transcriptional regulator, AraC family"	-0.472	-0.483	0.289	-0.303	-0.458	-0.111	-0.471	-0.115	-0.151	0.591	0.181	-0.045	0.053	0.065	0.25	0.064	0.497	0.107	-0.131	-0.164	-0.017	0.416
Putida	PP_2961	PP_2961		"Transcriptional regulator, LysR family"	0.024	0.084	0.154	-0.115	-0.093	-0.052	-0.041	-0.239	-0.121	-0.053	-0.018	0.154	-0.136	0.101	0.013	-0.156	0.152	0.036	0.308	0.08	0.112	-0.024
Putida	PP_2962	PP_2962		"Alcohol dehydrogenase, zinc-containing"	-0.1	0.019	0.223	-0.066	-0.159	-0.182	-0.007	0.007	0.021	0.151	0.057	0.171	-0.093	-0.108	-0.275	-0.285	-0.13	0.016	-0.034	0.039	-0.092	-0.046
Putida	PP_2964	PP_2964		putative transposase	-0.098	0.058	-0.066	0.146	0.003	0.061	0.095	0.019	0.006	0.057	0.1	-0.044	0.021	-0.042	0.13	0.019	0.055	-0.124	-0.025	0.116	0.014	0.074
Putida	PP_2965	PP_2965		putative tnpA repressor TnpC	-0.07	-0.122	0.296	-0.307	0.228	-0.068	-0.213	0.173	0.01	0.271	-0.015	-0.028	-0.202	-0.245	0.233	-0.321	-0.064	0.364	0.15	0.126	0.084	0.245
Putida	PP_2968	PP_2968		"putative nickel/cobalt transporter, high-affinity"	0.061	0.087	-0.028	0.164	-0.212	-0.236	0.165	0.025	-0.242	0.088	0.117	0.135	-0.007	-0.017	-0.023	-0.238	0.071	0.159	0	0.149	0.161	0.36
Putida	PP_2969	PP_2969		putative repressor of copper utilisation proteins	-0.128	-0.041	0.099	0.47	0.43	-0.224	0.229	-0.079	0.188	0.259	0.168	0.31	-0.192	-0.413	0.06	-0.279	-0.389	-0.113	-0.146	-0.186	0.025	-0.412
Putida	PP_2970	PP_2970		conserved exported protein of unknown function	-0.472	-0.106	0.304	-0.894	0.084	0.071	-0.177	0.134	0.186	0.001	-0.145	0.577	0.329	-0.135	0.269	0.196	0.249	-0.055	-0.174	0.224	0.278	0.71
Putida	PP_2971	PP_2971		transposase	-0.015	0.222	0.086	-0.116	0.167	0.223	0.491	-0.187	-0.448	0.005	-0.094	0.053	-0.148	-0.257	-0.292	0.123	-0.114	-0.036	0.014	-0.13	-0.047	0.285
Putida	PP_2972	PP_2972		conserved protein of unknown function	-0.273	-0.236	-0.204	-0.101	-0.474	-0.028	-0.257	0.176	0.092	-0.032	0.016	0.228	0.05	-0.134	0.056	-0.076	-0.216	-0.405	-0.636	-0.189	0.344	-0.274
Putida	PP_2973	PP_2973		diacylglycerol kinase	0.04	-0.133	-0.427	-0.183	-0.364	0.18	0.488	0.143	0.07	0.262	0.073	0.29	0.04	-0.123	0.061	-0.011	-0.038	0.137	-0.094	0.052	-0.283	0.094
Putida	PP_2974	PP_2974		putative sulfatase	0.062	0.078	0.071	0.042	0.243	-0.107	0.074	-0.076	-0.029	0.085	-0.03	-0.122	-0.035	0.078	0.009	0.097	-0.062	0.079	0.136	0.069	0.069	0.014
Putida	PP_2975	PP_2975		Insertion element ISR1 uncharacterized 10 kDa protein A3	0.184	0.065	0.182	0.065	0.21	-0.012	-0.057	-0.182	-0.198	-0.472	0.068	-0.008	0.007	-0.099	0.169	-0.055	-0.204	-0.161	0.046	-0.451	-0.154	-0.391
Putida	PP_2976	PP_2976		putative transposase	0.864	0.85	-1.692	1.553	0.127	-0.664	0.259	0.638	0.109	-0.174	0.828	-0.003	0.415	-0.086	0.215	1.282	0.629	0.105	-0.649	0.488	0.049	0.029
Putida	PP_2977	PP_2977		"Tn4652, transposase subunit B"	0.049	0.136	0.056	-0.112	0.067	-0.015	-0.03	-0.134	-0.011	0.083	-0.091	-0.029	-0.088	-0.221	-0.145	-0.138	-0.18	0.009	-0.286	0.062	-0.076	0.019
Putida	PP_2978	PP_2978		conserved protein of unknown function	-0.224	0.089	-0.092	0.163	0.198	0.282	0.615	-0.147	-0.09	0.154	-0.355	-0.119	0.21	0.021	0.477	0.025	-0.605	0.13	0.038	0.45	-0.641	0.392
Putida	PP_2979	PP_2979		conserved protein of unknown function	-0.044	-0.048	0.07	-0.007	0.001	-0.1	0.203	0.103	-0.353	-0.166	0.057	0.167	-0.005	0.003	0.002	0.046	-0.123	0.067	0.24	-0.144	-0.022	-0.125
Putida	PP_2980	PP_2980		conserved protein of unknown function	0.279	0.603	-0.646	-0.45	0.273	-0.042	-0.234	0.202	0.402	0.198	-0.223	-0.33	0.048	-0.015	0.263	0.461	-0.347	0.266	0.319	-0.242	0.182	0.152
Putida	PP_2981	PP_2981		putative cointegrate resolution protein S	-0.078	-0.008	0.213	0.076	0.075	0.104	0.278	0.028	0.093	0.381	-0.052	0.007	-0.13	-0.115	-0.057	-0.18	-0.203	-0.237	0.082	0.092	0.171	0.19
Putida	PP_2982	PP_2982		putative cointegrate resolution protein T Tn4652	-0.305	-0.222	-0.543	-0.264	-0.145	0.058	-0.135	-0.211	0.024	-0.273	-0.152	0.223	0.128	-0.008	0.024	-0.003	-0.17	-0.025	0.177	0.192	0.212	0.086
Putida	PP_2983	PP_2983		conserved protein of unknown function	0.153	0.027	-0.329	0.01	-0.403	-0.11	-0.172	-0.094	0.123	-0.058	0.193	0.15	-0.013	0.069	-0.313	-0.052	-0.117	0.095	-0.021	0.27	0.245	-0.066
Putida	PP_2985	PP_2985		conserved protein of unknown function	-0.042	0.091	0.105	-0.138	-0.26	-0.089	-0.026	0.303	0.325	0.149	0.027	-0.041	0.171	0.044	-0.082	-0.024	-0.159	-0.143	0	-0.257	-0.435	-0.137
Putida	PP_2986	PP_2986		putative Oxidoreductase	-0.017	0.081	0.01	0.146	0.054	-0.074	0.259	-0.013	-0.006	0.089	0.003	-0.183	0.028	0.07	-0.059	-0.023	0.089	0.073	0.025	-0.101	-0.076	0.071
Putida	PP_2987	PP_2987		conserved protein of unknown function	0.13	-0.121	0.31	0.478	0.012	-0.048	0.42	0.177	0.25	-0.447	0.102	-0.537	-0.398	-0.335	0.058	-0.139	-0.267	-0.115	-0.504	-0.213	-0.259	0.094
Putida	PP_2988	PP_2988		"Alcohol dehydrogenase, zinc-containing"	0.047	-0.028	0.083	-0.101	0.098	-0.033	0.061	-0.052	-0.178	0.107	0.034	-0.104	-0.228	0.029	0.14	-0.096	-0.491	0.198	-0.144	0.087	0.308	0.328
Putida	PP_2989	PP_2989		"Oxidoreductase, short chain dehydrogenase/reductase family"	-0.038	-0.088	0.072	0.12	0.137	-0.075	0.021	0.138	-0.113	0.035	-0.251	-0.377	0.107	-0.053	-0.016	-0.24	0.13	0.24	-0.423	0.119	0.317	-0.025
Putida	PP_2990	PP_2990		"Transcriptional regulator, MerR family"	0.054	0.208	0.284	0.676	0.343	0.115	0.276	0.15	0.075	0.374	0.111	-0.279	0.109	-0.42	-0.159	-0.372	-0.195	0.357	-0.028	0.3	0.09	0.615
Putida	PP_2991	PP_2991		conserved exported protein of unknown function	-0.066	0.027	0.184	0.04	0.123	-0.014	0.036	-0.127	-0.014	-0.215	0	-0.019	-0.004	-0.04	-0.132	-0.163	-0.242	0.073	-0.039	0.061	-0.041	0.141
Putida	PP_2992	PP_2992		conserved exported protein of unknown function	0.107	-0.084	-0.158	-0.004	-0.078	-0.074	-0.131	0.022	-0.025	-0.114	0.293	0.555	-0.007	-0.114	0.003	0.009	0.099	-0.027	0.135	-0.042	-0.123	0.025
Putida	PP_2994	PP_2994		"Oxidoreductase, FMN-binding"	-0.001	0.133	0.133	-0.318	0.129	0.141	0.521	-0.23	0.067	-0.142	0.008	-0.07	0.219	-0.045	-0.082	-0.042	0.013	0.14	0.124	0.197	0.207	0.31
Putida	PP_2995	PP_2995		putative DNA topology modulation kinase FlaR	-0.071	0.3	0.171	-0.068	-0.3	-0.063	-0.122	0.399	0.006	0.04	0.097	0.141	-0.156	0.159	-0.32	-0.248	-0.207	0.045	-0.071	0.303	0.049	-0.152
Putida	PP_2996	PP_2996		conserved protein of unknown function	-0.052	-0.011	0.215	0.399	0.372	0.006	0.053	-0.006	-0.009	0.229	-0.186	-0.367	0.029	0.022	0.18	-0.129	0.009	-0.008	0.025	-0.094	0.001	0.134
Putida	PP_2997	PP_2997		CnmA	0.067	-0.032	-0.174	-0.063	-0.174	0.201	-0.112	-0.172	0.076	-0.178	0.024	0.091	-0.157	-0.019	0.111	-0.087	-0.108	-0.125	0.011	0.035	0.022	0.089
Putida	PP_2998	PP_2998		2-dehydropantoate 2-reductase	-0.014	-0.157	-0.077	-0.386	0.047	-0.074	-0.269	-0.088	-0.191	0.469	0.176	0.064	0.11	0.018	0.078	0.242	0.263	0.109	-0.164	0.063	0.111	-0.016
Putida	PP_2999	PP_2999		Glyoxalase family protein	-0.265	-0.391	-0.991	-0.228	0.126	0.138	-0.61	0.049	-0.404	0.023	-0.217	-0.282	0.093	0.265	0.276	0.57	-0.804	-0.164	-0.081	-1.03	-1.082	-0.41
Putida	PP_3000	PP_3000		MaoC domain protein	0.195	-0.013	0.455	-0.282	0.323	-0.401	0.016	-0.121	-0.226	-0.293	0.078	0.581	0.217	0.008	-0.703	-0.446	0.508	0.264	0.219	0.08	-0.389	0.447
